,Tweet id,Tweet permalink,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,promoted impressions,promoted engagements,promoted engagement rate,promoted retweets,promoted replies,promoted likes,promoted user profile clicks,promoted url clicks,promoted hashtag clicks,promoted detail expands,promoted permalink clicks,promoted app opens,promoted app installs,promoted follows,promoted email tweet,promoted dial phone,promoted media views,promoted media engagements
215,1537102042212323329,https://twitter.com/up_johd/status/1537102042212323329,"2/2 This presentation focuses on the role #datapapers play in the impact of research and in their effect on the visibility of research. Don't miss it!

Info at 👉 https://t.co/WSs4Pij7rU

@RDA_Europe @CODATANews #SciDataCon

#johd #openhumanitiesdata #johdnews",2022-06-15 15:57 +0000,206.0,17.0,0.0825242718446602,1.0,0.0,4.0,0.0,9.0,0.0,3.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
216,1537102040438013952,https://twitter.com/up_johd/status/1537102040438013952,"Exciting #johdnews 🚨
@nilo_pedrazzini Marton Ribary @Mandy_Wig @eleonora_zordan &amp; @BarbaraMcGilli will present at the #SciDataCon-IDW @CODATANews 

🗓️22 June
⏰02:30 UTC
🎙️""Deep impact: A study on the impact of data papers and datasets in the humanities and social sciences"" 1/2",2022-06-15 15:57 +0000,778.0,50.0,0.06426735218508997,6.0,1.0,13.0,7.0,4.0,1.0,18.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
219,1533738542647717889,https://twitter.com/up_johd/status/1533738542647717889,"#johdnews 
Happening now! 👇
You can follow the webinar on Zoom at the following link: https://t.co/YuODfNGuD6
#JOHD #openhumanitiesdata
@BarbaraMcGilli #ATAP @slcladal https://t.co/PKtO8xBlVz",2022-06-06 09:12 +0000,257.0,10.0,0.038910505836575876,3.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
226,1376532360024444929,https://twitter.com/up_johd/status/1376532360024444929,"#johdnews

During the 2nd #OpenHumanitiesData Forum, #JOHD will introduce the special collection on Language Documentation ➡️ https://t.co/xXVzKHAaDC: how peer-review for #linguisticdata looks like, how to get credits for it, and why this is important for the community. 1/2",2021-03-29 13:51 +0000,423.0,12.0,0.028368794326241134,1.0,1.0,0.0,4.0,3.0,0.0,3.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
233,1371461186688983042,https://twitter.com/up_johd/status/1371461186688983042,"#johdnews
Please feel free to take a look at our ""Special collections"" page ➡️ https://t.co/f46hmz3AfS! 
Covid-19, #ComputationalHumanities and language documentation are the topics of our three special collections. Check our website and Twitter for details about our #CfP 
#JOHD",2021-03-15 14:00 +0000,283.0,8.0,0.028268551236749116,1.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
238,1366389205853761536,https://twitter.com/up_johd/status/1366389205853761536,"#johdnews

LaTeX templates for both short #datapapers and full-length #researchpapers can now be found at https://t.co/hzohK5nFhK in the section “Submission step-by-step” 📰
If you feel like giving us some feedback: https://t.co/m2pqr5R4h9 or openhumanitiesdata@ubiquitypress.com",2021-03-01 14:05 +0000,352.0,6.0,0.017045454545454544,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
246,1504457533183963138,https://twitter.com/up_johd/status/1504457533183963138,"#johdnews
The last shortened version (in English! 🇬🇧) of our presentation for #dhnord2021 is now available on our YouTube channel 📢 

If you want to know more about #JOHD, our #datapapers and activities, visit https://t.co/OgbUL4dyQA

Credits to Marton Ribary ✨",2022-03-17 14:00 +0000,305.0,12.0,0.03934426229508197,1.0,0.0,5.0,1.0,2.0,0.0,3.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
249,1504118352045817864,https://twitter.com/up_johd/status/1504118352045817864,"#johdnews
Updates from our YouTube channel 📢 We have uploaded a shorter version of our presentation for #dhnord2021 in Italian 🇮🇹 

If you want to know more about #JOHD, our #datapapers and activities, visit https://t.co/L9JEGaULoM

Credits to @nilo_pedrazzini ✨",2022-03-16 15:32 +0000,457.0,21.0,0.045951859956236324,5.0,0.0,8.0,1.0,2.0,1.0,1.0,0.0,0,0,0,0,0,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
256,1394595878057529346,https://twitter.com/up_johd/status/1394595878057529346,"#johdnews
Our editor-in-chief @BarbaraMcGilli will participate in the @SSHOpenCloud round table on #DataCitation. 
The event will be held online. 
The program is available at https://t.co/MToTTW03n8.
Link for registration: https://t.co/2hSFQTEY3r
#JOHD #OpenData https://t.co/xdfTjv28Ce",2021-05-18 10:09 +0000,773.0,15.0,0.019404915912031046,3.0,0.0,3.0,3.0,4.0,0.0,2.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
259,1389542068444405773,https://twitter.com/up_johd/status/1389542068444405773,"#johdnews
The #CfP for our special collection on #Covid_19 is open! We welcome papers and #datapapers exploring the impact of the pandemic from the #humanities perspective. Guest-edited by @Mandy_Wig and @Sahba_Besh.
#openaccess #JOHD #reusable 
Details at https://t.co/07KLPhlbXD",2021-05-04 11:27 +0000,864.0,23.0,0.02662037037037037,5.0,0.0,3.0,6.0,4.0,0.0,5.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
264,1530129349357326339,https://twitter.com/up_johd/status/1530129349357326339,"#johdnews
Save the date 🚨 
Our editor-in-chief @BarbaraMcGilli will talk about #JOHD at the #ATAP Webinar Series 2022, a joint initiative with @slcladal 

🗓️ June 6
⏰ 8pm UTC+10 (11am UK time)
📍 Zoom link at https://t.co/Koo0THPdmW

#openhumanitiesdata",2022-05-27 10:10 +0000,334.0,8.0,0.023952095808383235,1.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
267,1528700464421797888,https://twitter.com/up_johd/status/1528700464421797888,"#johdnews
@BarbaraMcGilli and @nilo_pedrazzini will give a talk at the Humanities and Data Science Discussion Group (@turinginst)
They will share their experience from the #JOHD and its role in the landscape of #opendata in the humanities

🗓️May 25
⏰4 pm (UK)

@OKFN 
1/2",2022-05-23 11:32 +0000,437.0,20.0,0.04576659038901602,3.0,1.0,4.0,3.0,2.0,1.0,6.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
283,1465256890162683906,https://twitter.com/up_johd/status/1465256890162683906,"#johdnews
Today's the first day of the #DHASA21 (ONLINE) conference @DigitalHumASA❗️
@Mandy_Wig, @Sahba_Besh and @BarbaraMcGilli will present #JOHD special collection on #COVID-19
🗓️ November 30 at 12.25 UTC +2
👉 https://t.co/cflD46B3gj
Book of abstracts👉https://t.co/wVpN7qX3gr",2021-11-29 09:50 +0000,292.0,8.0,0.0273972602739726,2.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
284,1461695763021328387,https://twitter.com/up_johd/status/1461695763021328387,"#johdnews
On our YT channel, you can now find a shorter version of our presentation (French 🇫🇷) for the #dhnord2021 conference on #datapapers! 👉 https://t.co/y0LAu9bLMw

You'll get to know #JOHD, our ideas and activities, so don't miss it! 

ENG and ITA versions coming soon✨",2021-11-19 14:00 +0000,280.0,10.0,0.03571428571428571,1.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
288,1460253512995155972,https://twitter.com/up_johd/status/1460253512995155972,"#johdnews
Make sure to register! ⏰ The round table on #datapapers in the Humanities starts in half an hour. With @BoukacemZeg, Violaine Rebouillat, and the #JOHD team members @paolamarongiu_ and @nilo_pedrazzini. Don't miss it! https://t.co/orLqEPebmD",2021-11-15 14:29 +0000,239.0,1.0,0.0041841004184100415,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
304,1448986996135837710,https://twitter.com/up_johd/status/1448986996135837710,"#johdnews
If you didn't make it to  the #eResAU2021 poster session, you can still watch the presentation on our YT➡️https://t.co/NGvuLiGiRj
Great job by @TobyBurrows, @1n9r1d and @BarbaraMcGilli (and a special mention to @1n9r1d for the beautiful editing ✨)
#OpenData @ARDC_AU",2021-10-15 12:19 +0000,750.0,14.0,0.018666666666666668,3.0,0.0,6.0,0.0,3.0,0.0,1.0,0.0,0,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
310,1448604171473768452,https://twitter.com/up_johd/status/1448604171473768452,"#johdnews
📢 @paolamarongiu_, @nilo_pedrazzini, Marton Ribary and @BarbaraMcGilli from #JOHD will participate in the #dhnord2021 conference! This year's theme is #datapapers 📰
If you want to follow our activities in #dhnord2021, take a look at our 🧵👇
All info: @MESHS_Lille
1/5 https://t.co/SWd6lIUZTL",2021-10-14 10:58 +0000,1515.0,30.0,0.019801980198019802,7.0,1.0,10.0,4.0,0.0,1.0,7.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
312,1448269790590554115,https://twitter.com/up_johd/status/1448269790590554115,"#johdnews
Just a reminder that the poster presentation by @TobyBurrows, @1n9r1d and @BarbaraMcGilli at the e-Research Australasian conference is happening tomorrow. 
The poster session is at 16.30 (Melbourne time) ➡️ 6.30 BST
Link to the conference program https://t.co/KDs24TvhuH",2021-10-13 12:50 +0000,585.0,11.0,0.018803418803418803,4.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
322,1445399725042188289,https://twitter.com/up_johd/status/1445399725042188289,"#johdnews
@TobyBurrows, @1n9r1d and @BarbaraMcGilli will present their poster at the e-research Australasia conference!
Details⬇️
🗓️ October 14th
⏰ 16.30-17.30 (Melbourne time)
📍 Online
Link for registration➡️https://t.co/ddcHDN56kh
Program https://t.co/KDs24TdGD9",2021-10-05 14:45 +0000,488.0,12.0,0.02459016393442623,3.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
337,1437409227635630080,https://twitter.com/up_johd/status/1437409227635630080,"#johdnews
📢Calling for submissions for a Special Collection with @up_johdLanguage, titled ""Language Documentation Collections: Assessment and Recognition""

Guest editors @rtgriscom, @parnopaeus, and @thejourneyler

Deadline: October 1st, 2021

Full call: https://t.co/B6OYHHgZqd https://t.co/F8wdzMRREy",2021-09-13 13:34 +0000,1287.0,56.0,0.04351204351204351,11.0,0.0,7.0,12.0,10.0,0.0,13.0,0.0,0,0,0,0,0,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
