,Tweet id,Tweet permalink,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,promoted impressions,promoted engagements,promoted engagement rate,promoted retweets,promoted replies,promoted likes,promoted user profile clicks,promoted url clicks,promoted hashtag clicks,promoted detail expands,promoted permalink clicks,promoted app opens,promoted app installs,promoted follows,promoted email tweet,promoted dial phone,promoted media views,promoted media engagements
183,1417461790917595136,https://twitter.com/up_johd/status/1417461790917595136,"Today on #showmeyourdata the #datapaper ""A Telegram Corpus for Hate Speech, Offensive Language, and Online Harm"" DOI: https://t.co/TVTfCSLK9x
Poke the authors Veronika Solopova, @tschfflr and Mihaela Popa-Wyatt: please RT sharing and describing an image of your data 🔎
#JOHD",2021-07-20 12:30 +0000,1132.0,14.0,0.012367491166077738,1.0,0.0,0.0,2.0,3.0,0.0,8.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
185,1416035893694005252,https://twitter.com/up_johd/status/1416035893694005252,"Last #showmeyourdata of the week with the #datapaper ""JSON-Encoded Textual Variance Between the Published Versions of David Mitchell’s Cloud Atlas in “an Orison of Sonmi ~45” "" https://t.co/u0pnMlG7fJ
Poke the author @martin_eve please RT sharing&amp;describing an image of your data!",2021-07-16 14:04 +0000,1203.0,15.0,0.012468827930174564,2.0,0.0,2.0,2.0,1.0,0.0,8.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
187,1415596515012366336,https://twitter.com/up_johd/status/1415596515012366336,"Poke the authors @dialect @ClaireSCowie @StephenJMcNulty @ninamarkl @DrSarahLiu @lai_cat_lai @clarellewellyn @bea_alex @ninifangdr @ze_edinburgh @AnitaManisha would you like to participate to our initiative? Please RT sharing and describing an image of your #data!
#showmeyourdata",2021-07-15 08:58 +0000,320.0,10.0,0.03125,0.0,0.0,3.0,1.0,0.0,0.0,6.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
188,1415596509593317385,https://twitter.com/up_johd/status/1415596509593317385,"Today on #showmeyourdata the #datapaper ""The Lothian Diary Project: Investigating the Impact of the #COVID-19 Pandemic on Edinburgh and Lothian Residents"" https://t.co/ezhzWCP3T7
In our special collection ""Humanities Data in the time of COVID-19"" https://t.co/VMeb3EGOBK
#JOHD",2021-07-15 08:58 +0000,3366.0,43.0,0.01277480689245395,7.0,1.0,6.0,2.0,8.0,2.0,17.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
189,1413109457035403265,https://twitter.com/up_johd/status/1413109457035403265,"Poke @profdownie if you would like to participate to the initiative, please RT sharing an image of your #dataset and telling us a few words about it 📰
#showmeyourdata #JOHD 2/2",2021-07-08 12:15 +0000,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
190,1413109454611128320,https://twitter.com/up_johd/status/1413109454611128320,"Today on #showmeyourdata the #researchpaper ""The HathiTrust Research Center Workset Ontology: A Descriptive Framework for Non-Consumptive Research Collections"" by Jacob Jett, Timothy W. Cole, Christopher Maden, J. Stephen Downie @profdownie 
DOI: https://t.co/n4eqYacQUs
1/2",2021-07-08 12:15 +0000,955.0,17.0,0.01780104712041885,3.0,1.0,3.0,2.0,1.0,0.0,7.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
195,1410553774100393993,https://twitter.com/up_johd/status/1410553774100393993,"#showmeyourdata 
From #JOHD's archives, today we present the #datapaper ""Article Processing Charges Paid by 25 UK Universities in 2014"" DOI: https://t.co/eg00kaa8u0
Poke the author @lawsonstu: please RT sharing and describing an image of your #data 📰
#JOHD",2021-07-01 11:00 +0000,447.0,22.0,0.049217002237136466,1.0,0.0,3.0,6.0,2.0,0.0,10.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
199,1409814873081618433,https://twitter.com/up_johd/status/1409814873081618433,"#showmeyourdata time!
Here is the #datapaper ""Digital Narratives of COVID-19: A Twitter Dataset for Text Analysis in Spanish"" https://t.co/zKN7zFzsWS 
Poke authors @sallesto @gimenadelr @jerryrbonnell @DieyunSong @yoko_nh: RT, share and describe an image of your #dataset🔎
#JOHD",2021-06-29 10:03 +0000,1960.0,24.0,0.012244897959183673,5.0,1.0,4.0,5.0,2.0,0.0,7.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
202,1408439975922868228,https://twitter.com/up_johd/status/1408439975922868228,"#johdnews
Today's appointment of #showmeyourdata hosts the paper ""Vagrant Lives: 14,789 Vagrants Processed by the County of Middlesex, 1777–1786"" https://t.co/2FLMwB6hp9 📰
Poke authors @Adam_Crymble @louisefalcini @TimHitchcock: RT and share an image of your #data!
#JOHD",2021-06-25 15:00 +0000,7235.0,64.0,0.008845888044229441,8.0,0.0,9.0,9.0,16.0,0.0,22.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
203,1407648350367891460,https://twitter.com/up_johd/status/1407648350367891460,"Let's start with the recently published ""A Dataset of COVID-Related Misinformation Videos and their Spread on Social Media"" https://t.co/K09LlaExcZ📰 
Poke authors @knuutila @alesherasimenka @HubertDAu @jonmbright @pnhoward to share their image and describe it
#showmeyourdata
3/3",2021-06-23 10:34 +0000,1098.0,24.0,0.02185792349726776,1.0,0.0,5.0,1.0,3.0,0.0,14.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
205,1407648346873946116,https://twitter.com/up_johd/status/1407648346873946116,"#johdnews
1st tweet of our new campaign #showmeyourdata! We would like to encourage researchers to share any kind of image that shows their data, promoting #openresearch #datasharing values, to encourage the conversation on this topic and hopefully demystify it! #JOHD 1/3",2021-06-23 10:34 +0000,4705.0,79.0,0.016790648246546226,8.0,3.0,10.0,12.0,0.0,1.0,45.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
245,1504782166495936515,https://twitter.com/up_johd/status/1504782166495936515,"It's #showmeyourdata time!
Today's #datapaper is ""By the People Crowdsourcing Datasets from the Library of Congress"", authored by the @Crowd_LOC team 👉 https://t.co/TyYMVAF4BI
Authors, if you'd like to participate in our campaign, please RT sharing an image of your data  🔎",2022-03-18 11:30 +0000,1817.0,24.0,0.013208585580627407,3.0,0.0,2.0,1.0,2.0,0.0,16.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
250,1499338804477534210,https://twitter.com/up_johd/status/1499338804477534210,"Our #showmeyourdata campaign is finally back! ✨
The 2022 edition starts with a #datapaper: ""A Reproducible IT-Blog Corpus"" 👉 https://t.co/0eykkzbEeh
Authors @adbarbaresi @PohlmannJens, instructions are always the same: RT, share an image of your data and describe it to us!",2022-03-03 11:00 +0000,781.0,12.0,0.015364916773367477,4.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
269,1527605067775242240,https://twitter.com/up_johd/status/1527605067775242240,"It's #showmeyourdata Friday 🥳
Today we host the #researchpaper ""HATHI 1M: Introducing a Million Page Historical Prose Dataset in English from the Hathi Trust"" 👉 https://t.co/hLascNQ6Rc
Authors @sunyam_bagga @_akpiper please RT and share an image of your data 🔎",2022-05-20 11:00 +0000,1534.0,60.0,0.03911342894393742,2.0,0.0,5.0,1.0,18.0,0.0,34.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
271,1526918169914482689,https://twitter.com/up_johd/status/1526918169914482689,"Today we host the #datapaper ""Crime at Sea: A Global Database of Maritime Pirate Attacks (1993–2020)""👉https://t.co/pCFW5p9HfX
Authors Paul Benden, Alan Feng, Christopher Howell and @ipnosimmia to participate please RT sharing an image of your data 🔎 2/2
#showmeyourdata",2022-05-18 13:30 +0000,185.0,7.0,0.03783783783783784,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
272,1526910482115969025,https://twitter.com/up_johd/status/1526910482115969025,"It's time for #showmeyourdata again, our campaign to encourage researchers to share an image of their data and promote #openresearch and #datasharing values!
1/2",2022-05-18 13:00 +0000,440.0,15.0,0.03409090909090909,3.0,1.0,4.0,2.0,0.0,1.0,4.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
289,1456622339089735688,https://twitter.com/up_johd/status/1456622339089735688,"Let's welcome the weekend with another #showmeyourdata ✨
Today we host the #datapaper ""The Cybernetics Thought Collective: Machine-Generated Data Using Computational Methods""👉 poke the author @bga_archivist: please RT sharing and describing an image of your data! #JOHD",2021-11-05 14:00 +0000,637.0,18.0,0.0282574568288854,2.0,0.0,4.0,3.0,0.0,0.0,9.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290,1456272346323423235,https://twitter.com/up_johd/status/1456272346323423235,"As usual, poke the authors @SScottGraham_, @zoltanmajdik and Dave Clark: please retweet, sharing and describing an image of your data! 🔎
#JOHD #showmeyourdata
2/2",2021-11-04 14:49 +0000,178.0,3.0,0.016853932584269662,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
291,1456272342389125132,https://twitter.com/up_johd/status/1456272342389125132,"It's #showmeyourdata time!
""Methods for Extracting Relational Data from Unstructured Texts Prior to Network Visualization in Humanities Research"", a #researchpaper by @SScottGraham_, @zoltanmajdik and
Dave Clark ➡️ DOI: https://t.co/xGtRL93YtJ
1/2",2021-11-04 14:49 +0000,1851.0,44.0,0.02377093462992977,4.0,1.0,8.0,10.0,11.0,0.0,10.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
296,1452984104664944641,https://twitter.com/up_johd/status/1452984104664944641,"Today on #showmeyourdata the #datapaper ""Collection Objects from the Digital Occupy Archive"" 
DOI: https://t.co/rCYUGs8Bj6
Poking the authors @sbeckertweets
@heathermhphd and Anne Kumer: please RT, sharing and describing an image of your data 📰🔎
#JOHD",2021-10-26 13:03 +0000,932.0,43.0,0.046137339055793994,5.0,0.0,2.0,2.0,8.0,0.0,26.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
299,1451519999642902546,https://twitter.com/up_johd/status/1451519999642902546,"Poke the author @lenka_drazanova : please retweet, share and describe an image of your data! 🔎
#JOHD #showmeyourdata
2/2",2021-10-22 12:05 +0000,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
300,1451519995930939395,https://twitter.com/up_johd/status/1451519995930939395,"It's a #showmeyourdata Friday! Today we host the #researchpaper ""Introducing the Historical Index of Ethnic Fractionalization (HIEF) Dataset: Accounting for Longitudinal Changes in Ethnic Diversity"", by @lenka_drazanova 
DOI: https://t.co/BFGieWgLn8
1/2",2021-10-22 12:05 +0000,811.0,18.0,0.02219482120838471,1.0,1.0,0.0,2.0,4.0,0.0,10.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
302,1450815417023356934,https://twitter.com/up_johd/status/1450815417023356934,"Poking the authors @lievesofgrass @BL_newsroom: if you'd like to participate in our #showmeyourdata campaign, please RT, sharing and describing an image of your data 🔎
#JOHD 2/2",2021-10-20 13:25 +0000,141.0,2.0,0.014184397163120567,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
303,1450815414410391554,https://twitter.com/up_johd/status/1450815414410391554,"In today's #showmeyourdata we present the #datapaper ""Converting the British Library’s Catalogue of British and Irish Newspapers into a Public Domain Dataset: Processes and Applications"", by @lievesofgrass and @lukemckernan @BL_newsroom  
DOI: https://t.co/0nC9vOl3Bp 1/2",2021-10-20 13:25 +0000,2856.0,83.0,0.029061624649859945,7.0,1.0,16.0,7.0,20.0,0.0,32.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
305,1448785694621634564,https://twitter.com/up_johd/status/1448785694621634564,"On today's #showmeyourdata, we host the #datapaper ""Digital Second Edition of Judaica Americana: A Bibliography of Publications to 1900""
DOI: https://t.co/LSqZLhCAo6
Poke the author @sheishistoric 👉 please retweet, sharing and describing an image of your data 🔎
#JOHD",2021-10-14 23:00 +0000,124.0,2.0,0.016129032258064516,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
313,1448226532711878656,https://twitter.com/up_johd/status/1448226532711878656,"Poking the authors @jjnoordegraaf, @jose0tw, Dora Vrhoci, @JoostDofferhoff, Pieter van der Molen, Nuala Vlogman, @tobias_blanke: if you'd like to participate in our #showmeyourdata initiative, retweet, share and describe an image of your data 🔎
2/2",2021-10-13 09:58 +0000,109.0,1.0,0.009174311926605505,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
314,1448226530941939716,https://twitter.com/up_johd/status/1448226530941939716,"New week, new #showmeyourdata 🗓️
Go check the #researchpaper ""Microscopic Views on a Global Pandemic: Social and Cultural Effects of the #Covid-19 Pandemic as Documented in Two Dutch Community Archives"" 📰
DOI: https://t.co/7OSl4zQVSa
1/2",2021-10-13 09:58 +0000,358.0,13.0,0.036312849162011177,2.0,1.0,4.0,0.0,3.0,0.0,3.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
317,1446079394263490564,https://twitter.com/up_johd/status/1446079394263490564,"Poke the authors @TobyBurrows, Doug Emery, @MitchFraas, Eero Hyvönen, Esko Ikkala, @mikko_koho, David Lewis, Andrew Morrison, Kevin Page, Lynn Ransom, Emma Thomson, @yoge1, @a_velios, @HannoWijsman. Please RT and show us your data 🔎 2/2 
#JOHD #showmeyourdata",2021-10-07 11:46 +0000,178.0,14.0,0.07865168539325842,0.0,0.0,1.0,9.0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
318,1446079392145358854,https://twitter.com/up_johd/status/1446079392145358854,"#showmeyourdata
The #datapaper for today's appointment is titled ""Mapping Manuscript Migrations Knowledge Graph: Data for Tracing the History and Provenance of Medieval and Renaissance Manuscripts"" by the @MSMigrations project. You can find it at https://t.co/7K9MtvcYQR 1/2",2021-10-07 11:46 +0000,3045.0,106.0,0.034811165845648605,14.0,2.0,18.0,17.0,25.0,0.0,30.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
319,1445715435664465929,https://twitter.com/up_johd/status/1445715435664465929,"Poke the authors Olga Seminck, Philippe Gambette, Dominique Legallois and @tpoibeau: if you'd like to participate, please RT, share and describe an image of your data🔎
2/2
#JOHD #openhumanitiesdata #showmeyourdata",2021-10-06 11:39 +0000,131.0,5.0,0.03816793893129771,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
320,1445715432971833345,https://twitter.com/up_johd/status/1445715432971833345,"1st #showmeyourdata of October 🎃
Today we host the #datapaper ""The Corpus for Idiolectal Research (CIDRE)"" 📰
You can find it at ➡️ https://t.co/qFx6G04zNY
1/2",2021-10-06 11:39 +0000,285.0,15.0,0.05263157894736842,1.0,1.0,3.0,0.0,1.0,0.0,9.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
325,1443621141151637509,https://twitter.com/up_johd/status/1443621141151637509,"Thank you @LinguList for participating in our #showmeyourdata campaign with such an interesting and exhaustive thread about your data! 
Enjoy the 🧵 here ⬇️
#JOHD #openhumanitiesdata https://t.co/FiP3eXd7ov",2021-09-30 16:57 +0000,152.0,5.0,0.03289473684210526,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
326,1443572133657935885,https://twitter.com/up_johd/status/1443572133657935885,"As usual, poking the authors @MacyW74724894, Nathanael E. Schweikhard, Timotheus A. Bodt, Nathan W. Hill, @LinguList : please RT, sharing and describing an image of your data! 📁
#JOHD #showmeyourdata 2/2",2021-09-30 13:43 +0000,189.0,9.0,0.047619047619047616,1.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
327,1443572130713522181,https://twitter.com/up_johd/status/1443572130713522181,"On this #showmeyourdata Thursday, we host the #researchpaper ""Computer-Assisted Language Comparison: State of the Art"" 
DOI ➡️ https://t.co/nssFIxZZaz
1/2",2021-09-30 13:43 +0000,1453.0,14.0,0.009635237439779766,2.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
328,1442836491554541576,https://twitter.com/up_johd/status/1442836491554541576,"#showmeyourdata
Today we present the #datapaper ""The Game Walkthrough Corpus (GWTC) – A Resource for the Analysis of Textual Game Descriptions"" DOI: https://t.co/FcHWniso4d
Poke the authors @8urghardt and Jochen Tiepmar: please RT, share and describe an image of your #data 🔎",2021-09-28 13:00 +0000,577.0,36.0,0.06239168110918544,4.0,1.0,4.0,2.0,2.0,0.0,23.0,0.0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
