Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,Publisher,MeSH terms,PubYear,Publication Date (online),Publication Date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Research Organizations - standardized,GRID IDs,City of Research organization,State of Research organization,Country of Research organization,Funder,Funder Group,Funder Country,UIDs of supporting grants,Supporting Grants,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,RCDC Categories,HRCS HC Categories,HRCS RAC Categories,Health Research Areas,Broad Research Areas,ICRP Cancer Types,ICRP CSO Categories,Units of Assessment,Sustainable Development Goals
100,pub.1140847371,10.1163/24523666-06010002,,,"Counting Couples: The Marriage Banns Registers of the City of Amsterdam, 1580–1810","Marriage is generally regarded as a decisive moment in the life course of individuals. As the social, but also the legal status of women and men changes as soon as they enter marriage and – by extension – their preceding wedding engagement, registers are and were being kept to record this life event in most societies. The difficulty in studying the long-term development of marriage patterns is the need for, among other things, detailed information about the marriage formation process. Most of the research on marriage patterns is based on a limited amount of data. Data either cover only a limited period (at most several consecutive decades), a limited number of variables, a relatively small number of marriages, and/or a relatively small town or region. The Amsterdam marriage banns registers are an exception to the above, in terms of content, focus area, and volume. In this article, we present the dataset results of the Citizen Science project ‘Ja, ik wil!’ [‘Yes, I do!’], involving over 500 participants retrieving a wide range of socio-economic data on over 94,000 couples from the rich source of the historical Amsterdam marriage banns registers, covering every fifth year between 1580 and 1810.","The authors would like to thank all participants in the Ja, ik wil! project for their contribution to the project and the data collection for this database. We also would like to thank Ellen Fleurbaay and Hans Visser of the Amsterdam City Archives for providing index data and to the people of Picturae, who provided the technical infrastructure and support for the Vele Handen platform. Finally, we would like to thank both anonymous peer reviewers for their valuable suggestions for improving the initial draft of this article. The data collection was part of the vidi-project ‘Nature or nature? A search for the institutional and biological determinants of life expectancy in Europe during the early modern period’, funded by the Dutch Organization for Scientific Research (nwo) (vidi – de Moor – 276-53-008).",Research Data Journal for the Humanities and Social Sciences,,Brill Academic Publishers,,2021,2021-12-23,,6,1,1-45,All OA; Gold,Article,"van Weeren, René; De Moor, Tine","van Weeren, René (Department of History and Art History, Utrecht University, Utrecht, Netherlands, r.vanweeren1@uu.nl); De Moor, Tine (Rotterdam School of Management, Erasmus University, Rotterdam, Netherlands, demoor@rsm.nl)",,"van Weeren, René (Utrecht University); De Moor, Tine (Erasmus University Rotterdam)",Erasmus University Rotterdam; Utrecht University,grid.6906.9; grid.5477.1,Rotterdam; Utrecht,Zuid-Holland; Utrecht,Netherlands; Netherlands,Dutch Research Council,cOAlition S,Netherlands,grant.4137036,276-53-008,0,0,,,4,https://doi.org/10.1163/24523666-06010002,https://app.dimensions.ai/details/publication/pub.1140847371,1608 Sociology; 16 Studies in Human Society,,,,,,,,C22 Anthropology and Development Studies,
100,pub.1144052556,10.5334/johd.54,,,Old Catalan Morphosyntax: Developing an Annotated Corpus,"This paper presents a full procedure for the development of a Part-of-Speech (POS) tagged corpus of Old Catalan. As an extremely low-resource language with rich inflection and frequent homographs, Old Catalan poses non-trivial problems in the development of a searchable constituency-based treebank. We demonstrate, however, that a semi- supervised method of incrementally building training data using both neural and memory-based taggers, together with the Pyrrha annotation tool is highly efficient and yields accurate results. We propose that this simple and effective method could easily be extended to other low-resource historical languages for which no NLP tools exist yet.",,Journal of Open Humanities Data,,Ubiquity Press,,2021,2021-12-21,,7,0,30,All OA; Gold,Article,"Meelen, Marieke; Campeny, Afra Pujol i","Meelen, Marieke (University of Cambridge, Cambridge); Campeny, Afra Pujol i (University of Cambridge, Cambridge, UK; Université Côte d’Azur, UMR 7320 – Bases, Corpus, Langage, Nice, FR; University of Alicante, Alicante)",,"Meelen, Marieke (University of Cambridge); Campeny, Afra Pujol i (University of Cambridge; Université Côte d'Azur)",University of Cambridge; Université Côte d'Azur,grid.5335.0; grid.460782.f,Cambridge; Nice,; ,United Kingdom; France,,,,,,0,0,,,1,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.54/galley/99/download/,https://app.dimensions.ai/details/publication/pub.1144052556,"2004 Linguistics; 20 Language, Communication and Culture",,,,,,,,B11 Computer Science and Informatics,
100,pub.1142560285,10.5334/johd.57,,,Normalized Datasets of Roth’s Reconstruction of Marcion’s <i>Gospel</i>,"These two datasets are the first normalized, peer-reviewed, and lexicographically enriched transformations of Dieter Roth’s 2015 reconstruction of Marcion’s Gospel to be published. The first dataset consists of human-readable Postclassical Greek, while the second lemmatizes and morphologically tags the text according to the openly licensed BibleWorks Greek Morphology schema. Among several recent critical reconstructions of Marcion’s Gospel, Roth’s has gained the most acceptance among scholars. These datasets represent the second batch in a series of normalized and enriched datasets of major reconstructions of Marcion’s Gospel published by JOHD, Harnack’s public domain work being the basis of the first.",,Journal of Open Humanities Data,,Ubiquity Press,,2021,2021-11-12,,7,0,,All OA; Gold,Article,"Bilby, Mark G.","Bilby, Mark G. (Pollak Library, California State University, Fullerton, Fullerton)",,"Bilby, Mark G. (California State University, Fullerton)","California State University, Fullerton",grid.253559.d,Fullerton,California,United States,,,,,,2,2,,,2,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.57/galley/93/download/,https://app.dimensions.ai/details/publication/pub.1142560285,2103 Historical Studies; 21 History and Archaeology,,,,,,,,D31 Theology and Religious Studies,
100,pub.1141873426,10.5334/johd.47,,,Normalized Datasets of Harnack’s Reconstruction of Marcion’s <i>Gospel</i>,"These two datasets are the first born-digital, normalized, peer-reviewed datasets of Harnack’s classic reconstruction of Marcion’s Gospel. The first consists of human-readable postclassical Greek, the second of lemmatized and morphologically tagged text following the openly licensed BibleWorks Greek Morphology schema. The recent deluge of critical editions of Marcion’s Gospel makes Harnack’s public domain work even more relevant as scholars turn from theology- to text-based approaches to restore Marcion’s Gospel and account for its place in the editorial history of early canonical and non-canonical Gospels. These datasets resource Marcion’s Gospel becoming a major topic of interest in Computational Linguistics research.",,Journal of Open Humanities Data,,Ubiquity Press,,2021,2021-10-13,,7,0,24,All OA; Gold,Article,"Bilby, Mark G.","Bilby, Mark G. (Pollak Library, California State University, Fullerton, Fullerton)",,"Bilby, Mark G. (California State University, Fullerton)","California State University, Fullerton",grid.253559.d,Fullerton,California,United States,,,,,,3,3,,,5,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.47/galley/87/download/,https://app.dimensions.ai/details/publication/pub.1141873426,"2005 Literary Studies; 20 Language, Communication and Culture",,,,,,,,D31 Theology and Religious Studies,
100,pub.1141214977,10.5334/johd.37,,,"Grasping the Anti-Modern Discourse on Europe in the Swiss Digitised Press, or can Text Mining Generate a Research Corpus from an Article Collection?","In this paper, we discuss how different types of automatic annotation of digitised newspaper articles can be integrated into the iterative questioning of the source material and the creation of research corpora out of a collection of unstructured texts (kept in a structured collection). We annotate a sizeable collection of Swiss press articles (183,270), extracted via the impresso interface1 using topic modelling (MALLET)2 as well as a naïve Bayes classifier (script by Milan van Lange).The methodological discussion we propose is to explore how text mining can help identify historical discourses that are difficult to query with keywords because of their inherent ambiguity and how to grasp them in a large corpus. We argue that the automated annotations can provide a body of corroborating evidence of the searched discourse, to be used as an intermediary and heuristic analysis step.",,Journal of Open Humanities Data,,Ubiquity Press,,2021,2021-09-17,,7,0,21,All OA; Gold,Article,"Bunout, Estelle","Bunout, Estelle (Department for Media history, Leibniz Centre for Contemporary History Potsdam, Potsdam)",,"Bunout, Estelle (Centre for Contemporary History)",Centre for Contemporary History,grid.461836.e,Potsdam,,Germany,,,,,,0,0,,,4,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.37/galley/81/download/,https://app.dimensions.ai/details/publication/pub.1141214977,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,,,,,,,,B11 Computer Science and Informatics,
100,pub.1140767726,10.5334/johd.39,,,Crime at Sea: A Global Database of Maritime Pirate Attacks (1993–2020),"This dataset contains information from more than 7,500 maritime pirate attacks that took place between January 1993 and December 2020, as well as country indicator data for the same time period. The pirate attack data was collected from the International Maritime Bureau (IMB), tidied, and augmented with geospatial data. The country indicator data was gathered from a variety of sources, notably The World Bank. The data is contained in Comma Separated Value (CSV) files. The reuse potential includes its use by anti-piracy organisations and researchers, as well as commercial businesses, in the understanding and prevention of maritime piracy. This dataset is available through Zenodo and Github.",,Journal of Open Humanities Data,,Ubiquity Press,,2021,2021-08-30,,7,0,19,All OA; Gold,Article,"Benden, Paul; Feng, Alan; Owell, Chris; Riva, Giulio Valentino Dalla","Benden, Paul (Mathematics and Statistics, University of Canterbury, Christchurch); Feng, Alan (Mathematics and Statistics, University of Canterbury, Christchurch); Owell, Chris (Mathematics and Statistics, University of Canterbury, Christchurch); Riva, Giulio Valentino Dalla (Mathematics and Statistics, University of Canterbury, Christchurch)",,"Benden, Paul (University of Canterbury); Feng, Alan (University of Canterbury); Owell, Chris (University of Canterbury); Riva, Giulio Valentino Dalla (University of Canterbury)",University of Canterbury,grid.21006.35,Christchurch,,New Zealand,,,,,,0,0,,,12,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.39/galley/77/download/,https://app.dimensions.ai/details/publication/pub.1140767726,08 Information and Computing Sciences; 0806 Information Systems,,,,,,,,B11 Computer Science and Informatics,
100,pub.1143516865,10.5334/johd.52,,,Whose Crisis? COVID-19 Explored through Arts and Cultural Practices of African Communities,"The “Whose Crisis?” project is in response to a continually evolving global health pandemic, COVID-19. In this context, the dominant discourses have been generated in the Global North, overwhelmingly by a minority of wealthy and powerful authors, reflecting narrowly on a crisis that, while impacting the whole world, is experienced in vastly different ways. This article frames and contextualises data from this project through an introduction to the background, contexts, and methods of a project designed to reflect the lived experiences of, perspectives on, and responses to COVID-19 in vulnerable communities across sub-Saharan Africa. The project has been carried out by a large team of collaborators who prioritise the lived experiences, customs, and needs of the communities engaged through a culturally responsive and arts-based research approach. The article points to the methodological implications of arts-based research to explore plural perspectives in participatory ways, and the socio-political possibilities of amplifying the voices of under-represented and under-served communities in Africa, in terms of global health in a pandemic context.",,Journal of Open Humanities Data,,Ubiquity Press,,2021,,2021,7,0,,All OA; Gold,Article,"Perry, Mia; Armstrong, Dane Mathendele; Chinkonda, Bosco Exson; Kagolobya, Richard; Lekoko, Rebecca Nthogo; Ajibade, George Olusola","Perry, Mia (College of Social Science, University of Glasgow, Scotland); Armstrong, Dane Mathendele (Yebo! (Contemporary Art Gallery and Design Studio)); Chinkonda, Bosco Exson (Department of Sociology, Chancellor College, Zomba); Kagolobya, Richard (Department of Performing Arts and Film, Makerere University, Kampala); Lekoko, Rebecca Nthogo (Faculty of Education, Ba Isago University, Gaborone); Ajibade, George Olusola (Department of Linguistics and African Languages, Obafemi Awolowo University, Ile-Ife)",,"Perry, Mia (University of Glasgow); Armstrong, Dane Mathendele (); Chinkonda, Bosco Exson (University of Malawi); Kagolobya, Richard (Makerere University); Lekoko, Rebecca Nthogo (); Ajibade, George Olusola (Obafemi Awolowo University)",Obafemi Awolowo University; Makerere University; University of Glasgow; University of Malawi,grid.10824.3f; grid.11194.3c; grid.8756.c; grid.10595.38,Ilesa; Kampala; Glasgow; Zomba,; ; ; Nkhotakota,Nigeria; Uganda; United Kingdom; Malawi,,,,,,0,0,,,11,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.52/galley/97/download/,https://app.dimensions.ai/details/publication/pub.1143516865,1608 Sociology; 16 Studies in Human Society,Clinical Research,,8.1 Organisation and delivery of services,Population & Society,,,,C23 Education,
100,pub.1143516864,10.5334/johd.51,,,"The Curation of Language Data as a Distinct Academic Activity: A Call to Action for Researchers, Educators, Funders, and Policymakers","This position paper outlines curation as a distinct area of linguistics which supports the assessment of existing linguistic data sets. The starting point of the discussion lies in the work with legacy materials and necessary skills for reviewing them. The discussion of skills and knowledge relevant for this task lays out requirements for training and preparing academics and professionals for curation in ways that creates career options. Due to the importance of properly maintained data sets and the time-consuming nature of curation, this specialisation deserves the same merit as other areas of linguistics and should be treated equally.",,Journal of Open Humanities Data,,Ubiquity Press,,2021,,2021,7,0,,All OA; Gold,Article,"Weber, Tobias","Weber, Tobias (Graduate School Language & Literature, Ludwig-Maximilians-Universität München, Munich)",,"Weber, Tobias (Ludwig-Maximilians-Universität in Munich)",Ludwig-Maximilians-Universität in Munich,grid.5252.0,Munich,,Germany,,,,,,0,0,,,1,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.51/galley/95/download/,https://app.dimensions.ai/details/publication/pub.1143516864,"2004 Linguistics; 20 Language, Communication and Culture",,,,,,,,C23 Education,
100,pub.1142411010,10.5334/johd.55,,,PapyGreek Treebanks: A Dataset of Linguistically Annotated Greek Documentary Papyri,"The PapyGreek Treebanks dataset contains documentary texts written in Postclassical Greek (ca. 300 BCE–700 CE), morphosyntactically annotated according to Dependency Grammar. The source of the texts is the Duke Databank of Documentary Papyri (DDbDP), which preserves the modern editorial treatment of the documents in TEI Epidoc XML encoding. Aiming to expose linguistic variation in the DDbDP, we have annotated two versions of a selection of documents: the plain transcription and an editorially corrected version. The dataset also comprises metadata about the documents’ dating and provenance, text type, and the persons involved. Furthermore, it facilitates linguistic research on these texts.",,Journal of Open Humanities Data,,Ubiquity Press,,2021,,2021,7,0,,All OA; Gold,Article,"Vierros, Marja; Henriksson, Erik","Vierros, Marja (Department of Languages, University of Helsinki, Helsinki); Henriksson, Erik (Department of Languages, University of Helsinki, Helsinki)",,"Vierros, Marja (University of Helsinki); Henriksson, Erik (University of Helsinki)",University of Helsinki,grid.7737.4,Helsinki,,Finland,,,,,,0,0,,,3,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.55/galley/91/download/,https://app.dimensions.ai/details/publication/pub.1142411010,"2004 Linguistics; 20 Language, Communication and Culture",,,,,,,,B11 Computer Science and Informatics,
100,pub.1141873429,10.5334/johd.49,,,Eyelit: Eye Movement and Reader Response Data During Literary Reading,"An eye-tracking data set is described of 102 participants reading three Dutch literary short stories each (7790 words in total per participant). The pre-processed data set includes (1) Fixation report, (2) Saccade report, (3) Interest Area report, (4) Trial report (aggregated data for each page), (5) Sample report (sampling rate = 500 Hz), (6) Questionnaire data on reading experiences and participant characteristics, and (7) word characteristics for all words (with the potential of calculating additional word characteristics). It is stored on DANS, and can be used to study word characteristics or literary reading and all facets of eye movements.",,Journal of Open Humanities Data,,Ubiquity Press,,2021,,2021,7,0,,All OA; Gold,Article,"Mak, Marloes; Willems, Roel M.","Mak, Marloes (Centre for Language Studies, Radboud University, Nijmegen); Willems, Roel M. (Centre for Language Studies, Radboud University, Nijmegen; Donders Institute for Brain Cognition and Behaviour, Radboud University, Nijmegen; Max Planck Institute for Psycholinguistics, Nijmegen)",,"Mak, Marloes (Radboud University Nijmegen); Willems, Roel M. ()",Radboud University Nijmegen,grid.5590.9,Nijmegen,Gelderland,Netherlands,,,,,,0,0,,,5,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.49/galley/89/download/,https://app.dimensions.ai/details/publication/pub.1141873429,"2005 Literary Studies; 20 Language, Communication and Culture",Basic Behavioral and Social Science; Eye Disease and Disorders of Vision; Clinical Research; Behavioral and Social Science,,,,,,,"A04 Psychology, Psychiatry and Neuroscience",
100,pub.1141683889,10.5334/johd.36,,,"Named-Entity Dataset for Medieval Latin, Middle High German and Old Norse","We present a dataset of named entities in three languages: Medieval Latin, Middle High German and Old Norse. The dataset, containing proper nouns of persons and places, was originally created to extract characters from three related medieval texts. Since the annotation is on low-resource pre-modern languages, they may be important to build named-entity recognition tools for languages with little data and high linguistic variation.",,Journal of Open Humanities Data,,Ubiquity Press,,2021,,2021,7,0,,All OA; Gold,Article,"Besnier, Clément; Mattingly, William","Besnier, Clément (Classical Language Toolkit); Mattingly, William (Smithsonian Institution, Data Science Lab; United States Holocaust Memorial Museum, US; Classical Language Toolkit)",,"Besnier, Clément (); Mattingly, William ()",,,,,,,,,,,0,0,,,2,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.36/galley/85/download/,https://app.dimensions.ai/details/publication/pub.1141683889,"2004 Linguistics; 2003 Language Studies; 20 Language, Communication and Culture; 21 History and Archaeology; 2103 Historical Studies",,,,,,,,D26 Modern Languages and Linguistics,
100,pub.1141443713,10.5334/johd.48,,,Neural Language Models for Nineteenth-Century English,"We present four types of neural language models trained on a large historical dataset of books in English, published between 1760 and 1900, and comprised of ≈5.1 billion tokens. The language model architectures include word type embeddings (word2vec and fastText) and contextualized models (BERT and Flair). For each architecture, we trained a model instance using the whole dataset. Additionally, we trained separate instances on text published before 1850 for the type embeddings, and four instances considering different time slices for BERT. Our models have already been used in various downstream tasks where they consistently improved performance. In this paper, we describe how the models have been created and outline their reuse potential.",,Journal of Open Humanities Data,,Ubiquity Press,,2021,,2021,7,0,,All OA; Gold,Article,"Hosseini, Kasra; Beelen, Kaspar; Colavizza, Giovanni; Ardanuy, Mariona Coll","Hosseini, Kasra (The Alan Turing Institute, London); Beelen, Kaspar (The Alan Turing Institute, London; Queen Mary University of London, London); Colavizza, Giovanni (Institute for Logic, Language and Computation, University of Amsterdam); Ardanuy, Mariona Coll (The Alan Turing Institute, London; Queen Mary University of London, London)",,"Hosseini, Kasra (The Alan Turing Institute); Beelen, Kaspar (Queen Mary University of London); Colavizza, Giovanni (University of Amsterdam); Ardanuy, Mariona Coll (Queen Mary University of London)",Queen Mary University of London; The Alan Turing Institute; University of Amsterdam,grid.4868.2; grid.499548.d; grid.7177.6,London; London; Amsterdam,; ; Noord-Holland,United Kingdom; United Kingdom; Netherlands,Arts and Humanities Research Council,cOAlition S; UKRI - UK Research and Innovation,United Kingdom,grant.7924632,AH/S01179X/1,0,0,,,15,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.48/galley/83/download/,https://app.dimensions.ai/details/publication/pub.1141443713,"2004 Linguistics; 20 Language, Communication and Culture",,,,,,,,B11 Computer Science and Informatics,
100,pub.1141025223,10.5334/johd.43,,,Enriching the 1758 Portuguese Parish Memories (Alentejo) with Named Entities,"This work presents an enriched version of the Parish Memories (1758–1761), an essential Portuguese historical source manually transcribed. It is enriched with annotations of named entities of the types PERSON, LOCATION, and ORGANIZATION. The annotation was done automatically for the whole collection where two researchers annotated a portion of it manually for evaluation purposes. In this dataset, we provide the tagged texts, the lists of extracted entities, and frequency counts. The corpus is useful for historians, allowing, for instance, comparative analyses between parishes and regions or to calculate the area of influence of a locality. The paper describes the creation and evaluation of the corpus, discusses its applications and limitations. This first release may be improved by other researchers interested in the historical source itself or in the technology employed in its annotation.",,Journal of Open Humanities Data,,Ubiquity Press,,2021,,2021,7,0,,All OA; Gold,Article,"Vieira, Renata; Olival, Fernanda; Cameron, Helena Freire; Santos, Joaquim; Sequeira, Ofélia; Santos, Ivo","Vieira, Renata (CIDEHUS, University of Évora); Olival, Fernanda (CIDEHUS, University of Évora, Portugal; Department of History – University of Évora); Cameron, Helena Freire (CIDEHUS, University of Évora, Portugal; VALORIZA-Polytechnics of Portalegre); Santos, Joaquim (Department of Informatics, University of Évora); Sequeira, Ofélia (CIDEHUS, University of Évora); Santos, Ivo (CIDEHUS, University of Évora)",,"Vieira, Renata (University of Évora); Olival, Fernanda (University of Évora); Cameron, Helena Freire (University of Évora); Santos, Joaquim (University of Évora); Sequeira, Ofélia (University of Évora); Santos, Ivo (University of Évora)",University of Évora,grid.8389.a,Evora,,Portugal,,,,,,0,0,,,3,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.43/galley/79/download/,https://app.dimensions.ai/details/publication/pub.1141025223,2103 Historical Studies; 21 History and Archaeology,,,,,,,,B11 Computer Science and Informatics,
100,pub.1140206764,10.5334/johd.45,,,Development and Validation of a Corpus of Written Parliamentary Questions in the Hellenic Parliament,"This paper presents the development of the first parliamentary corpus of written questions in the Hellenic Parliament. Moreover, we discuss a well-defined end-to-end process that has been streamlined and optimised to produce high-quality open text data based on parliamentary documents. Based on the above methodology, a representative sample of 2,000 questions from four parliamentary periods in the Hellenic Parliament has been extracted, validated, and placed into an open data repository. Furthermore, open data production is analysed, and several degrees of freedom in its application in alternative data sets are proposed and discussed. Consequently, the authors argue that this method constitutes a transferable and scalable practice that can be used by other representative institutions for the creation and subsequent study of their open data.",,Journal of Open Humanities Data,,Ubiquity Press,,2021,,2021,7,0,,All OA; Gold,Article,"Fitsilis, Fotios; Mikros, George","Fitsilis, Fotios (Scientific Service, Hellenic Parliament, Athens); Mikros, George (Middle Eastern Studies Department, Hamad Bin Khalifa University, Doha,)",,"Fitsilis, Fotios (Hellenic Parliament); Mikros, George (Hamad bin Khalifa University)",Hellenic Parliament; Hamad bin Khalifa University,grid.435267.1; grid.452146.0,Athens; Doha,; ,Greece; Qatar,,,,,,0,0,,,5,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.45/galley/75/download/,https://app.dimensions.ai/details/publication/pub.1140206764,1606 Political Science; 16 Studies in Human Society,,Generic health relevance,,,,,,B12 Engineering,
100,pub.1139867522,10.5334/johd.35,,,A Reproducible IT-Blog Corpus,"The dataset comprises text and metadata extracted from several hundred IT-blogs and websites, along with a method to duplicate the data by updating its contents and downloading it to the user’s local machine. The targets have been hand-picked with the intention to represent the discourse on blogs and websites dedicated to questions at the intersection of technology and society from Germany and the United States of America. The texts have been retrieved by web crawling techniques. The resulting corpus is accessible through a search platform and also reproducible with freely accessible descriptors and software.",,Journal of Open Humanities Data,,Ubiquity Press,,2021,,2021,7,0,,All OA; Gold,Article,"Barbaresi, Adrien; Pohlmann, Jens","Barbaresi, Adrien (Center for Digital Lexicography of German, BBAW, Berlin); Pohlmann, Jens (Centre for Media, Communication & Information Research (ZeMKI), University of Bremen, Bremen, DE; Center for Spatial and Textual Analysis (CESTA), Stanford University, Stanford)",,"Barbaresi, Adrien (Berlin-Brandenburg Academy of Sciences and Humanities); Pohlmann, Jens (University of Bremen)",University of Bremen; Berlin-Brandenburg Academy of Sciences and Humanities,grid.7704.4; grid.420264.6,Bremen; Berlin,; ,Germany; Germany,,,,,,0,0,,,14,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.35/galley/73/download/,https://app.dimensions.ai/details/publication/pub.1139867522,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,,,,,,,,B11 Computer Science and Informatics,
100,pub.1139851544,10.5334/johd.29,,,Microscopic Views on a Global Pandemic: Social and Cultural Effects of the Covid-19 Pandemic as Documented in Two Dutch Community Archives,"The COVID-19 pandemic, in addition to the obvious implications for public health and the economy at a global scale, has also had significant social and cultural effects: the partial or complete lockdown of public life breaks social and cultural networks and habits, and necessitates the invention of new forms of communication, contact, and inspiration. Over the course of the pandemic, various initiatives have emerged that have tried to capture this unique moment in history by collecting documentation on the social and cultural impact of the pandemic on people’s daily lives. Most of these collections were created bottom-up, either by actively approaching individuals or communities to contribute or be interviewed, or by opening platforms where citizens could directly contribute documentation. In this paper, we analyse two such citizen-generated collections of experiences with the COVID-19 pandemic: the ‘Corona in the City’ collection, assembled by the Amsterdam Museum for an online exhibition with the same title, and the ‘Dagboek Corona’ (Corona Diary) collection of diary contributions, assembled by the Dutch public historian and journalist José Boon. The paper discusses the background of these citizen-generated COVID-19 collections, assessing their scope and accessibility, and presenting a first, qualitative analysis of their content. We conclude with a reflection on the implications of the findings for people’s social life and identity, indicating how the datasets can be explored in further research and how the findings may benefit effective policy making.",,Journal of Open Humanities Data,,Ubiquity Press,,2021,,2021,7,0,,All OA; Gold,Article,"Noordegraaf, Julia; Boon, José; Vrhoci, Dora; Dofferhoff, Joost; van der Molen, Pieter; Vlogman, Nuala; Blanke, Tobias","Noordegraaf, Julia (Department of Media Studies, University of Amsterdam); Boon, José (NU.nl); Vrhoci, Dora (Faculty of Arts and Social Sciences, Maastricht University); Dofferhoff, Joost (Department of Media Studies, University of Amsterdam); van der Molen, Pieter (Institute for Interdisciplinary Studies, University of Amsterdam); Vlogman, Nuala (Department of History, European Studies and Religious Studies, University of Amsterdam); Blanke, Tobias (Faculty of Humanities, University of Amsterdam)",,"Noordegraaf, Julia (University of Amsterdam); Boon, José (); Vrhoci, Dora (Maastricht University); Dofferhoff, Joost (University of Amsterdam); van der Molen, Pieter (University of Amsterdam); Vlogman, Nuala (University of Amsterdam); Blanke, Tobias (University of Amsterdam)",University of Amsterdam; Maastricht University,grid.7177.6; grid.5012.6,Amsterdam; Maastricht,Noord-Holland; Limburg,Netherlands; Netherlands,,,,,,0,0,,,3,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.29/galley/71/download/,https://app.dimensions.ai/details/publication/pub.1139851544,"16 Studies in Human Society; 20 Language, Communication and Culture; 21 History and Archaeology; 2102 Curatorial and Related Studies; 1608 Sociology; 2002 Cultural Studies",,,,Population & Society,,,,C21 Sociology,
100,pub.1139724663,10.5334/johd.42,,,The Corpus for Idiolectal Research (CIDRE),"The Corpus for Idiolectal Research (CIDRE) is a collection of fiction works from 11 prolific 19th-century French authors (4 women, 7 men; 22–62 works/author; total of 37 million words). Every work is dated with the year it was written. Using programming scripts, the works have been gathered from open source platforms, for example La Bibliothèque électronique du Québec, and stripped of paratext (text not being part of the novel, e.g. prefaces). We distribute the text files, the dating, other metadata and the programming scripts under an open source license. CIDRE is the first resource of French for the study of style and idiolect in a diachronic manner (i.e. stylochronometry) on a larger scale.",,Journal of Open Humanities Data,,Ubiquity Press,,2021,,2021,7,0,,All OA; Gold,Article,"Seminck, Olga; Gambette, Philippe; Legallois, Dominique; Poibeau, Thierry","Seminck, Olga (Laboratoire Lattice (Langues, Textes, Traitements informatiques, Cognition) – CNRS & ENS/PSL & Université Sorbonne nouvelle, Montrouge); Gambette, Philippe (LIGM, Université Gustave Eiffel & CNRS, Champs-sur-Marne); Legallois, Dominique (Laboratoire Lattice (Langues, Textes, Traitements informatiques, Cognition) – CNRS & ENS/PSL & Université Sorbonne nouvelle, Montrouge); Poibeau, Thierry (Laboratoire Lattice (Langues, Textes, Traitements informatiques, Cognition) – CNRS & ENS/PSL & Université Sorbonne nouvelle, Montrouge)",,"Seminck, Olga (); Gambette, Philippe (Laboratoire d'Informatique Gaspard-Monge); Legallois, Dominique (); Poibeau, Thierry ()",Laboratoire d'Informatique Gaspard-Monge,grid.462940.d,Champs-sur-Marne,,France,,,,,,0,0,,,6,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.42/galley/69/download/,https://app.dimensions.ai/details/publication/pub.1139724663,"2005 Literary Studies; 20 Language, Communication and Culture",,,,,,,,D26 Modern Languages and Linguistics,
100,pub.1139690888,10.5334/johd.34,,,The Game Walkthrough Corpus (GWTC) – A Resource for the Analysis of Textual Game Descriptions,"We present the Game Walkthrough Corpus (GWTC), which contains 12,295 unique walkthrough documents covering 6,117 games. For each game walkthrough, we provide frequencies of unigrams and bigrams, treating the walkthrough document as a Bag of Words. In addition, we provide word frequencies at the sentence level. Furthermore, the GWTC contains a number of game-related metadata, including title, publisher, developer, year, and genre. All the language statistics and metadata are stored in separate plain text files and can be referenced through uniform resource names (URN). These URNs can also be used to derive any combination of statistics and metadata. Researchers, for instance, can investigate the most frequent unigrams for games in the “Adventure” genre. This way, the GWTC can be reused for different kinds of research questions on gaming language.",,Journal of Open Humanities Data,,Ubiquity Press,,2021,,2021,7,0,,All OA; Gold,Article,"Burghardt, Manuel; Tiepmar, Jochen","Burghardt, Manuel (Computational Humanities Group, Leipzig University); Tiepmar, Jochen (Computational Humanities Group, Leipzig University)",,"Burghardt, Manuel (Leipzig University); Tiepmar, Jochen (Leipzig University)",Leipzig University,grid.9647.c,Leipzig,Sachsen,Germany,,,,,,0,0,,,13,http://openhumanitiesdata.metajnl.com/articles/10.5334/johd.34/galley/67/download/,https://app.dimensions.ai/details/publication/pub.1139690888,"2004 Linguistics; 20 Language, Communication and Culture",,,,,,,,B11 Computer Science and Informatics,
