,doi,html,publication_date,downloads,views,days_since_publication
45,https://doi.org/10.5281/zenodo.3468951,https://zenodo.org/record/3468951,2019-10-02,24.0,61.0,976
46,https://doi.org/10.5281/zenodo.3464534,https://zenodo.org/record/3464534,2019-10-02,75.0,153.0,976
47,https://doi.org/10.5281/zenodo.3473295,https://zenodo.org/record/3473295,2019-10-02,163.0,117.0,976
48,https://doi.org/10.5281/zenodo.3764693,https://zenodo.org/record/3764693,2019-10-02,71.0,113.0,976
49,https://doi.org/10.5061/dryad.8jj7432,https://zenodo.org/record/4961219,2019-10-02,0.0,4.0,976
50,https://doi.org/10.5061/dryad.8pj52vk,https://zenodo.org/record/4962258,2019-10-02,0.0,3.0,976
51,https://doi.org/10.5061/dryad.737m496,https://zenodo.org/record/4965118,2019-10-02,1.0,20.0,976
52,https://doi.org/10.5061/dryad.9cf3404,https://zenodo.org/record/4969442,2019-10-02,4.0,15.0,976
53,https://doi.org/10.5061/dryad.48p658n,https://zenodo.org/record/4989072,2019-10-02,1.0,6.0,976
54,https://doi.org/10.5061/dryad.mcvdncjw6,https://zenodo.org/record/5003200,2019-10-02,6.0,7.0,976
55,https://doi.org/10.5281/zenodo.3471005,https://zenodo.org/record/3471005,2019-10-03,27.0,38.0,975
56,https://doi.org/10.5281/zenodo.2554877,https://zenodo.org/record/2554877,2019-10-03,55.0,78.0,975
57,https://doi.org/10.5281/zenodo.3471310,https://zenodo.org/record/3471310,2019-10-03,73.0,268.0,975
58,https://doi.org/10.5281/zenodo.3471313,https://zenodo.org/record/3471313,2019-10-03,242.0,403.0,975
59,https://doi.org/10.5281/zenodo.3466451,https://zenodo.org/record/3466451,2019-10-03,87.0,61.0,975
60,https://doi.org/10.5281/zenodo.3693572,https://zenodo.org/record/3693572,2019-10-03,21.0,79.0,975
61,https://doi.org/10.5281/zenodo.4751759,https://zenodo.org/record/4751759,2019-10-03,248.0,230.0,975
62,https://doi.org/10.5061/dryad.z612jm67m,https://zenodo.org/record/4933046,2019-10-03,0.0,9.0,975
63,https://doi.org/10.5061/dryad.kv1cr18,https://zenodo.org/record/4943680,2019-10-03,1.0,6.0,975
64,https://doi.org/10.5281/zenodo.3384092,https://zenodo.org/record/3384092,2019-10-04,34205.0,4402.0,974
65,https://doi.org/10.5281/zenodo.3472971,https://zenodo.org/record/3472971,2019-10-04,185.0,70.0,974
66,https://doi.org/10.5281/zenodo.3473456,https://zenodo.org/record/3473456,2019-10-04,225.0,84.0,974
67,https://doi.org/10.5281/zenodo.3755282,https://zenodo.org/record/3755282,2019-10-04,338.0,234.0,974
68,https://doi.org/10.5061/dryad.85cg1d3,https://zenodo.org/record/4957952,2019-10-04,0.0,3.0,974
69,https://doi.org/10.5061/dryad.4hc8k1r,https://zenodo.org/record/4998791,2019-10-04,4.0,7.0,974
70,https://doi.org/10.5061/dryad.0zpc866t5,https://zenodo.org/record/5012180,2019-10-04,9.0,11.0,974
71,https://doi.org/10.3897/BDJ.7.e36387.suppl1,https://zenodo.org/record/3473792,2019-10-05,9.0,21.0,973
72,https://doi.org/10.3897/BDJ.7.e36387.suppl2,https://zenodo.org/record/3473794,2019-10-05,9.0,31.0,973
73,https://doi.org/10.5281/zenodo.3473799,https://zenodo.org/record/3473799,2019-10-05,30.0,45.0,973
74,https://doi.org/10.5281/zenodo.3474070,https://zenodo.org/record/3474070,2019-10-06,1139.0,1161.0,972
75,https://doi.org/10.5281/zenodo.3477602,https://zenodo.org/record/3477602,2019-10-06,19399.0,10065.0,972
76,https://doi.org/10.5061/dryad.h18931zfn,https://zenodo.org/record/4931346,2019-10-06,6.0,7.0,972
77,https://doi.org/10.5061/dryad.mn91560,https://zenodo.org/record/4987788,2019-10-06,1.0,2.0,972
78,https://doi.org/10.5281/zenodo.2657340,https://zenodo.org/record/2657340,2019-10-07,12115.0,1748.0,971
79,https://doi.org/10.5281/zenodo.3474955,https://zenodo.org/record/3474955,2019-10-07,28.0,56.0,971
80,https://doi.org/10.5281/zenodo.3475406,https://zenodo.org/record/3475406,2019-10-07,18.0,111.0,971
81,https://doi.org/10.5281/zenodo.3475408,https://zenodo.org/record/3475408,2019-10-07,14.0,94.0,971
82,https://doi.org/10.5281/zenodo.3475622,https://zenodo.org/record/3475622,2019-10-07,48.0,44.0,971
83,https://doi.org/10.5281/zenodo.3555378,https://zenodo.org/record/3555378,2019-10-07,48.0,95.0,971
84,https://doi.org/10.5281/zenodo.3727673,https://zenodo.org/record/3727673,2019-10-07,48962.0,365.0,971
85,https://doi.org/10.5281/zenodo.4904639,https://zenodo.org/record/4904639,2019-10-07,224.0,361.0,971
86,https://doi.org/10.5061/dryad.r7sqv9s7f,https://zenodo.org/record/4949829,2019-10-07,7.0,12.0,971
87,https://doi.org/10.5061/dryad.533534r,https://zenodo.org/record/4986833,2019-10-07,1.0,3.0,971
88,https://doi.org/10.5061/dryad.d4mb3pn,https://zenodo.org/record/4987818,2019-10-07,1.0,5.0,971
89,https://doi.org/10.5061/dryad.573n5tb3g,https://zenodo.org/record/4989508,2019-10-07,0.0,2.0,971
90,https://doi.org/10.5061/dryad.59zw3r233,https://zenodo.org/record/5005381,2019-10-07,11.0,8.0,971
91,https://doi.org/10.5061/dryad.gm957n1,https://zenodo.org/record/5006587,2019-10-07,0.0,3.0,971
92,https://doi.org/10.6078/D1ZH51,https://zenodo.org/record/5008290,2019-10-07,11.0,19.0,971
93,https://doi.org/10.5281/zenodo.3475912,https://zenodo.org/record/3475912,2019-10-08,5.0,165.0,970
94,https://doi.org/10.5281/zenodo.3475898,https://zenodo.org/record/3475898,2019-10-08,21.0,88.0,970
95,https://doi.org/10.5281/zenodo.3476545,https://zenodo.org/record/3476545,2019-10-08,208.0,276.0,970
96,https://doi.org/10.5281/zenodo.3476656,https://zenodo.org/record/3476656,2019-10-08,175.0,291.0,970
97,https://doi.org/10.5281/zenodo.3477406,https://zenodo.org/record/3477406,2019-10-08,5.0,55.0,970
98,https://doi.org/10.5281/zenodo.3477007,https://zenodo.org/record/3477007,2019-10-08,248.0,547.0,970
99,https://doi.org/10.5281/zenodo.3534930,https://zenodo.org/record/3534930,2019-10-08,45.0,28.0,970
100,https://doi.org/10.5061/dryad.rjdfn2z5x,https://zenodo.org/record/4944486,2019-10-08,1.0,2.0,970
101,https://doi.org/10.5061/dryad.w6m905qk6,https://zenodo.org/record/4962126,2019-10-08,5.0,7.0,970
102,https://doi.org/10.5061/dryad.xsj3tx99b,https://zenodo.org/record/4968093,2019-10-08,0.0,9.0,970
103,https://doi.org/10.5061/dryad.03c7292,https://zenodo.org/record/4977753,2019-10-08,0.0,3.0,970
104,https://doi.org/10.5061/dryad.tq645ft,https://zenodo.org/record/4992886,2019-10-08,0.0,5.0,970
105,https://doi.org/10.5061/dryad.dr32n87,https://zenodo.org/record/5012031,2019-10-08,0.0,5.0,970
106,https://doi.org/10.5061/dryad.67506q4,https://zenodo.org/record/5057517,2019-10-08,0.0,6.0,970
107,https://doi.org/10.5061/dryad.v9s4mw6qd,https://zenodo.org/record/5090145,2019-10-08,1.0,5.0,970
108,https://doi.org/10.5281/zenodo.3477932,https://zenodo.org/record/3477932,2019-10-09,616.0,865.0,969
109,https://doi.org/10.5281/zenodo.3476746,https://zenodo.org/record/3476746,2019-10-09,165.0,238.0,969
110,https://doi.org/10.5281/zenodo.3478455,https://zenodo.org/record/3478455,2019-10-09,12.0,98.0,969
111,https://doi.org/10.5281/zenodo.3478465,https://zenodo.org/record/3478465,2019-10-09,19.0,88.0,969
112,https://doi.org/10.5281/zenodo.3478494,https://zenodo.org/record/3478494,2019-10-09,27.0,26.0,969
113,https://doi.org/10.5281/zenodo.3478243,https://zenodo.org/record/3478243,2019-10-09,153.0,57.0,969
114,https://doi.org/10.5281/zenodo.3477842,https://zenodo.org/record/3477842,2019-10-09,194.0,361.0,969
115,https://doi.org/10.5281/zenodo.3878979,https://zenodo.org/record/3878979,2019-10-09,1078.0,252.0,969
116,https://doi.org/10.5061/dryad.8n6m564,https://zenodo.org/record/4946228,2019-10-09,8.0,50.0,969
117,https://doi.org/10.5061/dryad.vf1gq0q,https://zenodo.org/record/4984055,2019-10-09,3.0,4.0,969
118,https://doi.org/10.3897/jor.28.34665.suppl1,https://zenodo.org/record/3478819,2019-10-10,7.0,20.0,968
119,https://doi.org/10.3897/jor.28.34665.suppl2,https://zenodo.org/record/3478821,2019-10-10,77.0,20.0,968
120,https://doi.org/10.3897/jor.28.34665.suppl3,https://zenodo.org/record/3478823,2019-10-10,6.0,24.0,968
121,https://doi.org/10.5281/zenodo.3479131,https://zenodo.org/record/3479131,2019-10-10,29.0,68.0,968
122,https://doi.org/10.5061/dryad.bk3j9kd6f,https://zenodo.org/record/4931917,2019-10-10,0.0,4.0,968
123,https://doi.org/10.6086/D1FT1R,https://zenodo.org/record/4957703,2019-10-10,4.0,5.0,968
124,https://doi.org/10.5061/dryad.51c59zw4c,https://zenodo.org/record/4970993,2019-10-10,1.0,6.0,968
125,https://doi.org/10.5061/dryad.c5c7601,https://zenodo.org/record/5022405,2019-10-10,1.0,4.0,968
126,https://doi.org/10.5061/dryad.7sqv9s4p0,https://zenodo.org/record/5023706,2019-10-10,7.0,21.0,968
127,https://doi.org/10.5061/dryad.47ss1b4,https://zenodo.org/record/5132507,2019-10-10,26.0,6.0,968
128,https://doi.org/10.1016/j.is.2019.101444,https://zenodo.org/record/3469741,2019-10-11,657.0,393.0,967
129,https://doi.org/10.5281/zenodo.3480023,https://zenodo.org/record/3480023,2019-10-11,20.0,47.0,967
130,https://doi.org/10.5281/zenodo.3480181,https://zenodo.org/record/3480181,2019-10-11,164.0,164.0,967
131,https://doi.org/10.5281/zenodo.3471403,https://zenodo.org/record/3471403,2019-10-11,5972.0,85.0,967
132,https://doi.org/10.5281/zenodo.3483190,https://zenodo.org/record/3483190,2019-10-11,21.0,60.0,967
133,https://doi.org/10.5281/zenodo.3250139,https://zenodo.org/record/3250139,2019-10-11,41.0,30.0,967
134,https://doi.org/10.5281/zenodo.3986172,https://zenodo.org/record/3986172,2019-10-11,404.0,223.0,967
135,https://doi.org/10.5061/dryad.0373j7r,https://zenodo.org/record/4936080,2019-10-11,0.0,5.0,967
136,https://doi.org/10.5061/dryad.k2v4563,https://zenodo.org/record/4958936,2019-10-11,6.0,6.0,967
137,https://doi.org/10.5061/dryad.k0p2ngf3z,https://zenodo.org/record/4960967,2019-10-11,1.0,12.0,967
138,https://doi.org/10.5061/dryad.ksn02v703,https://zenodo.org/record/5012611,2019-10-11,1.0,7.0,967
139,https://doi.org/10.5061/dryad.r4xgxd27w,https://zenodo.org/record/5016710,2019-10-11,0.0,4.0,967
140,https://doi.org/10.5061/dryad.6n7675r,https://zenodo.org/record/5016916,2019-10-11,1.0,5.0,967
141,https://doi.org/10.5061/dryad.b8gtht77s,https://zenodo.org/record/5022580,2019-10-11,0.0,9.0,967
142,https://doi.org/10.3897/rio.5.e47042.suppl1,https://zenodo.org/record/3483311,2019-10-12,60.0,21.0,966
143,https://doi.org/10.3897/rio.5.e47042.suppl4,https://zenodo.org/record/3483317,2019-10-12,39.0,16.0,966
144,https://doi.org/10.5281/zenodo.3483797,https://zenodo.org/record/3483797,2019-10-12,36.0,149.0,966
145,https://doi.org/10.5281/zenodo.3483996,https://zenodo.org/record/3483996,2019-10-13,40.0,149.0,965
146,https://doi.org/10.5061/dryad.n5tb2rbrh,https://zenodo.org/record/4942165,2019-10-13,6.0,9.0,965
147,https://doi.org/10.5061/dryad.47fd240,https://zenodo.org/record/4964042,2019-10-13,1.0,4.0,965
148,https://doi.org/10.5061/dryad.nk98sf7ph,https://zenodo.org/record/4989708,2019-10-13,0.0,3.0,965
149,https://doi.org/10.5061/dryad.sxksn02z6,https://zenodo.org/record/4993123,2019-10-13,5.0,7.0,965
150,https://doi.org/10.5061/dryad.h5r7m66,https://zenodo.org/record/4993271,2019-10-13,0.0,8.0,965
151,https://doi.org/10.25338/B8NS4T,https://zenodo.org/record/5024702,2019-10-13,16.0,14.0,965
152,https://doi.org/10.3897/BDJ.2.e4034.suppl4,https://zenodo.org/record/901916,2019-10-14,45.0,57.0,964
153,https://doi.org/10.3897/BDJ.2.e4034.suppl5,https://zenodo.org/record/901918,2019-10-14,12.0,43.0,964
154,https://doi.org/10.5281/zenodo.3484555,https://zenodo.org/record/3484555,2019-10-14,3792.0,86.0,964
155,https://doi.org/10.3897/zse.94.22289.suppl1,https://zenodo.org/record/3488403,2019-10-14,31.0,32.0,964
156,https://doi.org/10.5281/zenodo.3490590,https://zenodo.org/record/3490590,2019-10-14,40.0,30.0,964
157,https://doi.org/10.5281/zenodo.3488697,https://zenodo.org/record/3488697,2019-10-14,517.0,94.0,964
158,https://doi.org/10.5061/dryad.278cr0g,https://zenodo.org/record/4936719,2019-10-14,3.0,9.0,964
159,https://doi.org/10.5061/dryad.crjdfn30k,https://zenodo.org/record/4960898,2019-10-14,5.0,7.0,964
160,https://doi.org/10.5061/dryad.0zpc866t8,https://zenodo.org/record/4966645,2019-10-14,5.0,7.0,964
161,https://doi.org/10.5061/dryad.k6g8b53,https://zenodo.org/record/5014958,2019-10-14,0.0,3.0,964
162,https://doi.org/10.5061/dryad.hqbzkh1bb,https://zenodo.org/record/5025427,2019-10-14,5.0,8.0,964
163,https://doi.org/10.5281/zenodo.3490750,https://zenodo.org/record/3490750,2019-10-15,84.0,391.0,963
164,https://doi.org/10.3897/zookeys.872.34278.suppl1,https://zenodo.org/record/3379250,2019-10-15,6.0,11.0,963
165,https://doi.org/10.3897/zookeys.872.34278.suppl2,https://zenodo.org/record/3379252,2019-10-15,4.0,18.0,963
166,https://doi.org/10.5281/zenodo.3490938,https://zenodo.org/record/3490938,2019-10-15,31.0,75.0,963
167,https://doi.org/10.5281/zenodo.3491154,https://zenodo.org/record/3491154,2019-10-15,32.0,37.0,963
168,https://doi.org/10.5281/zenodo.3893629,https://zenodo.org/record/3893629,2019-10-15,67.0,78.0,963
169,https://doi.org/10.5061/dryad.05qfttdz5,https://zenodo.org/record/4932592,2019-10-15,6.0,9.0,963
170,https://doi.org/10.5061/dryad.0k6djh9w3,https://zenodo.org/record/4944409,2019-10-15,0.0,12.0,963
171,https://doi.org/10.5061/dryad.7h44j0zqd,https://zenodo.org/record/4953644,2019-10-15,5.0,21.0,963
172,https://doi.org/10.5061/dryad.5hq26p1,https://zenodo.org/record/4954368,2019-10-15,6.0,5.0,963
173,https://doi.org/10.5061/dryad.h0k1r4m,https://zenodo.org/record/4975566,2019-10-15,1.0,6.0,963
174,https://doi.org/10.5061/dryad.m63xsj3xd,https://zenodo.org/record/4984257,2019-10-15,10.0,11.0,963
175,https://doi.org/10.5061/dryad.4913978,https://zenodo.org/record/4998953,2019-10-15,1.0,26.0,963
176,https://doi.org/10.5061/dryad.sn02v6x0q,https://zenodo.org/record/5000217,2019-10-15,8.0,34.0,963
177,https://doi.org/10.5281/zenodo.3491725,https://zenodo.org/record/3491725,2019-10-16,22.0,55.0,962
178,https://doi.org/10.5281/zenodo.3491805,https://zenodo.org/record/3491805,2019-10-16,8.0,132.0,962
179,https://doi.org/10.5281/zenodo.3491894,https://zenodo.org/record/3491894,2019-10-16,32.0,52.0,962
180,https://doi.org/10.5281/zenodo.3492119,https://zenodo.org/record/3492119,2019-10-16,32.0,189.0,962
181,https://doi.org/10.5281/zenodo.3492153,https://zenodo.org/record/3492153,2019-10-16,49.0,99.0,962
182,https://doi.org/10.5281/zenodo.3492198,https://zenodo.org/record/3492198,2019-10-16,46.0,60.0,962
183,https://doi.org/10.5281/zenodo.3491994,https://zenodo.org/record/3491994,2019-10-16,14.0,55.0,962
184,https://doi.org/10.5061/dryad.12jm63xsp,https://zenodo.org/record/4951042,2019-10-16,7.0,11.0,962
185,https://doi.org/10.5061/dryad.15dv41ns8,https://zenodo.org/record/4961057,2019-10-16,9.0,9.0,962
186,https://doi.org/10.5061/dryad.37pvmcvf2,https://zenodo.org/record/4978907,2019-10-16,0.0,9.0,962
187,https://doi.org/10.5061/dryad.148f85j,https://zenodo.org/record/4980714,2019-10-16,0.0,3.0,962
188,https://doi.org/10.5061/dryad.pf012v0,https://zenodo.org/record/5011086,2019-10-16,9.0,11.0,962
189,https://doi.org/10.5281/zenodo.3911114,https://zenodo.org/record/3911114,2019-10-17,205.0,141.0,961
190,https://doi.org/10.5061/dryad.0277m5h,https://zenodo.org/record/4941022,2019-10-17,2.0,9.0,961
191,https://doi.org/10.25914/5d730c40c2729,https://zenodo.org/record/4922166,2019-10-17,1.0,10.0,961
192,https://doi.org/10.5061/dryad.3r2280gbp,https://zenodo.org/record/4945991,2019-10-17,0.0,4.0,961
193,https://doi.org/10.5061/dryad.35cp405,https://zenodo.org/record/4950635,2019-10-17,2.0,4.0,961
194,https://doi.org/10.5061/dryad.mq0v9,https://zenodo.org/record/4962411,2019-10-17,3.0,3.0,961
195,https://doi.org/10.5061/dryad.qv9s4mw9c,https://zenodo.org/record/4977691,2019-10-17,8.0,9.0,961
196,https://doi.org/10.5061/dryad.58180s5,https://zenodo.org/record/4989047,2019-10-17,3.0,5.0,961
197,https://doi.org/10.5061/dryad.zkh18935k,https://zenodo.org/record/4997614,2019-10-17,4.0,16.0,961
198,https://doi.org/10.5061/dryad.rxwdbrv40,https://zenodo.org/record/5031224,2019-10-17,0.0,3.0,961
199,https://doi.org/10.3897/biss.3.38084.suppl1,https://zenodo.org/record/3497673,2019-10-18,12.0,23.0,960
200,https://doi.org/10.3897/biss.3.38084.suppl2,https://zenodo.org/record/3497675,2019-10-18,8.0,27.0,960
201,https://doi.org/10.3897/biss.3.38084.suppl3,https://zenodo.org/record/3497677,2019-10-18,7.0,29.0,960
202,https://doi.org/10.0001/sample-stream-data.bar,https://zenodo.org/record/3504693,2019-10-18,6.0,56.0,960
203,https://doi.org/10.5281/zenodo.3506640,https://zenodo.org/record/3506640,2019-10-18,50.0,235.0,960
204,https://doi.org/10.5281/zenodo.3508440,https://zenodo.org/record/3508440,2019-10-18,43.0,60.0,960
205,https://doi.org/10.5281/zenodo.3509828,https://zenodo.org/record/3509828,2019-10-18,603.0,405.0,960
206,https://doi.org/10.5281/zenodo.3505079,https://zenodo.org/record/3505079,2019-10-18,8779.0,6005.0,960
207,https://doi.org/10.5281/zenodo.3508637,https://zenodo.org/record/3508637,2019-10-18,62.0,20.0,960
208,https://doi.org/10.5281/zenodo.3497584,https://zenodo.org/record/3497584,2019-10-18,19.0,46.0,960
209,https://doi.org/10.5281/zenodo.3673916,https://zenodo.org/record/3673916,2019-10-18,4.0,207.0,960
210,https://doi.org/10.5061/dryad.29pm4qs,https://zenodo.org/record/4934145,2019-10-18,0.0,22.0,960
211,https://doi.org/10.5061/dryad.1c35112,https://zenodo.org/record/4968166,2019-10-18,0.0,6.0,960
212,https://doi.org/10.5061/dryad.qz612jm8z,https://zenodo.org/record/4969560,2019-10-18,1.0,3.0,960
213,https://doi.org/10.5061/dryad.j0zpc868s,https://zenodo.org/record/4979513,2019-10-18,1.0,4.0,960
214,https://doi.org/10.5061/dryad.c59zw3r3h,https://zenodo.org/record/4999000,2019-10-18,0.0,2.0,960
215,https://doi.org/10.5061/dryad.866t1g1m1,https://zenodo.org/record/4999695,2019-10-18,9.0,11.0,960
216,https://doi.org/10.25338/B8303J,https://zenodo.org/record/5007495,2019-10-18,8.0,9.0,960
217,https://doi.org/10.5061/dryad.jq2bvq85d,https://zenodo.org/record/5018644,2019-10-18,5.0,11.0,960
218,https://doi.org/10.5061/dryad.573r05g,https://zenodo.org/record/5024751,2019-10-18,0.0,6.0,960
219,https://doi.org/10.5061/dryad.p8cz8w9kf,https://zenodo.org/record/4962894,2019-10-19,1317.0,9.0,959
220,https://doi.org/10.5068/D1HH31,https://zenodo.org/record/5039261,2019-10-19,9.0,11.0,959
221,https://doi.org/10.5281/zenodo.3514287,https://zenodo.org/record/3514287,2019-10-20,10222.0,109.0,958
222,https://doi.org/10.5281/zenodo.3551118,https://zenodo.org/record/3551118,2019-10-20,30.0,53.0,958
223,https://doi.org/10.5281/zenodo.4599666,https://zenodo.org/record/4599666,2019-10-20,8762.0,1538.0,958
224,https://doi.org/10.5281/zenodo.4603870,https://zenodo.org/record/4603870,2019-10-20,318.0,577.0,958
225,https://doi.org/10.5281/zenodo.3514685,https://zenodo.org/record/3514685,2019-10-21,611.0,1406.0,957
226,https://doi.org/10.5281/zenodo.3514728,https://zenodo.org/record/3514728,2019-10-21,12.0,227.0,957
227,https://doi.org/10.5281/zenodo.3514967,https://zenodo.org/record/3514967,2019-10-21,11.0,214.0,957
228,https://doi.org/10.5281/zenodo.3515403,https://zenodo.org/record/3515403,2019-10-21,602.0,3654.0,957
229,https://doi.org/10.5281/zenodo.3515341,https://zenodo.org/record/3515341,2019-10-21,41.0,60.0,957
230,https://doi.org/10.5281/zenodo.3555383,https://zenodo.org/record/3555383,2019-10-21,29.0,52.0,957
231,https://doi.org/10.5061/dryad.34tmpg4fq,https://zenodo.org/record/4946644,2019-10-21,5.0,8.0,957
232,https://doi.org/10.5061/dryad.2fqz612k0,https://zenodo.org/record/4963395,2019-10-21,2.0,5.0,957
233,https://doi.org/10.5061/dryad.n02v6wwsb,https://zenodo.org/record/4980466,2019-10-21,2.0,4.0,957
234,https://doi.org/10.5061/dryad.0cfxpnvx6,https://zenodo.org/record/4987251,2019-10-21,1.0,5.0,957
235,https://doi.org/10.5061/dryad.sxksn02z8,https://zenodo.org/record/4992092,2019-10-21,3.0,4.0,957
236,https://doi.org/10.5061/dryad.wh70rxwhr,https://zenodo.org/record/5004708,2019-10-21,6.0,9.0,957
237,https://doi.org/10.5061/dryad.msbcc2ftd,https://zenodo.org/record/5010635,2019-10-21,0.0,7.0,957
238,https://doi.org/10.5061/dryad.pvmcvdng6,https://zenodo.org/record/5023958,2019-10-21,2.0,8.0,957
239,https://doi.org/10.5281/zenodo.3515732,https://zenodo.org/record/3515732,2019-10-22,76.0,35.0,956
240,https://doi.org/10.5281/zenodo.3515784,https://zenodo.org/record/3515784,2019-10-22,47.0,55.0,956
241,https://doi.org/10.5281/zenodo.3461083,https://zenodo.org/record/3461083,2019-10-22,13.0,678.0,956
242,https://doi.org/10.5281/zenodo.3268745,https://zenodo.org/record/3268745,2019-10-22,1928.0,301.0,956
243,https://doi.org/10.5281/zenodo.3624895,https://zenodo.org/record/3624895,2019-10-22,38.0,49.0,956
244,https://doi.org/10.5281/zenodo.3835139,https://zenodo.org/record/3835139,2019-10-22,19.0,103.0,956
245,https://doi.org/10.5061/dryad.1rr8f1s,https://zenodo.org/record/4963242,2019-10-22,1.0,11.0,956
246,https://doi.org/10.5061/dryad.5ds4833,https://zenodo.org/record/4993061,2019-10-22,4.0,12.0,956
