,doi,html,publication_date,downloads,views,days_since_publication
40,https://doi.org/10.5061/dryad.g7b40,https://zenodo.org/record/4981196,2015-10-07,11.0,7.0,2432
41,https://doi.org/10.5061/dryad.974k0,https://zenodo.org/record/4998481,2015-10-07,1.0,6.0,2432
42,https://doi.org/10.5061/dryad.6m00v,https://zenodo.org/record/5001196,2015-10-07,1.0,4.0,2432
43,https://doi.org/10.5061/dryad.f47f6,https://zenodo.org/record/5005019,2015-10-07,0.0,3.0,2432
44,https://doi.org/10.5061/dryad.90005,https://zenodo.org/record/5010360,2015-10-07,0.0,6.0,2432
45,https://doi.org/10.5061/dryad.j6567,https://zenodo.org/record/5015897,2015-10-07,0.0,3.0,2432
46,https://doi.org/10.1101/028571,https://zenodo.org/record/33740,2015-10-08,102.0,33.0,2431
47,https://doi.org/10.5061/dryad.td887,https://zenodo.org/record/4936609,2015-10-08,5.0,5.0,2431
48,https://doi.org/10.5061/dryad.1538f,https://zenodo.org/record/4952612,2015-10-08,1.0,4.0,2431
49,https://doi.org/10.5061/dryad.2m6s2,https://zenodo.org/record/4953215,2015-10-08,1.0,3.0,2431
50,https://doi.org/10.5061/dryad.hj797,https://zenodo.org/record/4955425,2015-10-08,3.0,4.0,2431
51,https://doi.org/10.5061/dryad.74gp6,https://zenodo.org/record/4969634,2015-10-08,0.0,4.0,2431
52,https://doi.org/10.5061/dryad.kg66r,https://zenodo.org/record/4989998,2015-10-08,0.0,5.0,2431
53,https://doi.org/10.5061/dryad.h4n48,https://zenodo.org/record/4994410,2015-10-08,0.0,3.0,2431
54,https://doi.org/10.5061/dryad.84pj6,https://zenodo.org/record/4995379,2015-10-08,2.0,6.0,2431
55,https://doi.org/10.5061/dryad.2rd32,https://zenodo.org/record/4995975,2015-10-08,4.0,8.0,2431
56,https://doi.org/10.5061/dryad.qs552,https://zenodo.org/record/4998461,2015-10-08,2.0,4.0,2431
57,https://doi.org/10.5061/dryad.27c5b,https://zenodo.org/record/5015264,2015-10-08,0.0,3.0,2431
58,https://doi.org/10.5061/dryad.pq827,https://zenodo.org/record/5025184,2015-10-08,0.0,2.0,2431
59,https://doi.org/10.5061/dryad.3f2t2,https://zenodo.org/record/5025380,2015-10-08,31.0,16.0,2431
60,https://doi.org/10.5061/dryad.55044,https://zenodo.org/record/5035284,2015-10-08,0.0,5.0,2431
61,https://doi.org/10.5281/zenodo.19035,https://zenodo.org/record/19035,2015-10-09,25.0,111.0,2430
62,https://doi.org/10.5061/dryad.72t83,https://zenodo.org/record/4960748,2015-10-09,3.0,9.0,2430
63,https://doi.org/10.5061/dryad.nh7f4,https://zenodo.org/record/4994530,2015-10-09,0.0,5.0,2430
64,https://doi.org/10.5061/dryad.sq134,https://zenodo.org/record/4997001,2015-10-09,0.0,3.0,2430
65,https://doi.org/10.5281/zenodo.31988,https://zenodo.org/record/31988,2015-10-10,3.0,54.0,2429
66,https://doi.org/10.5061/dryad.3f60c,https://zenodo.org/record/4988496,2015-10-10,1.0,5.0,2429
67,https://doi.org/10.5061/dryad.v4h76,https://zenodo.org/record/4990786,2015-10-10,0.0,6.0,2429
68,https://doi.org/10.5061/dryad.qn474,https://zenodo.org/record/4998602,2015-10-10,0.0,5.0,2429
69,https://doi.org/10.5061/dryad.3pf61,https://zenodo.org/record/4955545,2015-10-12,1.0,3.0,2427
70,https://doi.org/10.5061/dryad.kp400,https://zenodo.org/record/4967413,2015-10-12,0.0,3.0,2427
71,https://doi.org/10.5061/dryad.k39n8,https://zenodo.org/record/4932600,2015-10-13,1.0,3.0,2426
72,https://doi.org/10.5061/dryad.dd3qs,https://zenodo.org/record/4986342,2015-10-13,6.0,17.0,2426
73,https://doi.org/10.5061/dryad.hg7p0,https://zenodo.org/record/5002335,2015-10-13,0.0,15.0,2426
74,https://doi.org/10.5061/dryad.rd250,https://zenodo.org/record/5003701,2015-10-13,0.0,3.0,2426
75,https://doi.org/10.5061/dryad.c867b,https://zenodo.org/record/5021719,2015-10-13,2.0,3.0,2426
76,https://doi.org/10.5061/dryad.525c1,https://zenodo.org/record/4949863,2015-10-14,0.0,6.0,2425
77,https://doi.org/10.5061/dryad.18kv7,https://zenodo.org/record/4950324,2015-10-14,1.0,2.0,2425
78,https://doi.org/10.5061/dryad.5q33h,https://zenodo.org/record/4975293,2015-10-14,1.0,16.0,2425
79,https://doi.org/10.5061/dryad.np2r5,https://zenodo.org/record/4983904,2015-10-14,0.0,3.0,2425
80,https://doi.org/10.5061/dryad.t8344,https://zenodo.org/record/4985525,2015-10-14,2.0,4.0,2425
81,https://doi.org/10.5061/dryad.26820,https://zenodo.org/record/4993498,2015-10-14,3.0,3.0,2425
82,https://doi.org/10.5061/dryad.90n5f,https://zenodo.org/record/4996132,2015-10-14,3.0,5.0,2425
83,https://doi.org/10.5061/dryad.sh537,https://zenodo.org/record/5008693,2015-10-14,1.0,13.0,2425
84,https://doi.org/10.5061/dryad.mg54p,https://zenodo.org/record/5012502,2015-10-14,1.0,3.0,2425
85,https://doi.org/10.5281/zenodo.30689,https://zenodo.org/record/30689,2015-10-15,1.0,30.0,2424
86,https://doi.org/10.5061/dryad.1sm6c,https://zenodo.org/record/4931683,2015-10-15,0.0,9.0,2424
87,https://doi.org/10.5061/dryad.2ss46,https://zenodo.org/record/4932301,2015-10-15,0.0,2.0,2424
88,https://doi.org/10.5061/dryad.k5n98,https://zenodo.org/record/4936947,2015-10-15,0.0,2.0,2424
89,https://doi.org/10.5061/dryad.6b1h8,https://zenodo.org/record/4949451,2015-10-15,0.0,3.0,2424
90,https://doi.org/10.5061/dryad.3ck0v,https://zenodo.org/record/4963566,2015-10-15,1.0,2.0,2424
91,https://doi.org/10.5061/dryad.g8hm9,https://zenodo.org/record/4971696,2015-10-15,0.0,5.0,2424
92,https://doi.org/10.5061/dryad.159j5,https://zenodo.org/record/4972881,2015-10-15,1.0,6.0,2424
93,https://doi.org/10.5061/dryad.j803j,https://zenodo.org/record/4972883,2015-10-15,1.0,3.0,2424
94,https://doi.org/10.5061/dryad.7j908,https://zenodo.org/record/4980382,2015-10-15,1.0,3.0,2424
95,https://doi.org/10.5061/dryad.0g0t0,https://zenodo.org/record/4994184,2015-10-15,10.0,9.0,2424
96,https://doi.org/10.5061/dryad.871db,https://zenodo.org/record/5000597,2015-10-15,1.0,4.0,2424
97,https://doi.org/10.5061/dryad.dt059,https://zenodo.org/record/5023033,2015-10-15,1.0,7.0,2424
98,https://doi.org/10.5061/dryad.3nr2f,https://zenodo.org/record/5008176,2015-10-16,0.0,3.0,2423
99,https://doi.org/10.5061/dryad.465t5,https://zenodo.org/record/5009854,2015-10-16,0.0,7.0,2423
100,https://doi.org/10.5061/dryad.1sj6k,https://zenodo.org/record/5014686,2015-10-16,7.0,11.0,2423
101,https://doi.org/10.5061/dryad.809s2,https://zenodo.org/record/5017431,2015-10-16,1.0,9.0,2423
102,https://doi.org/10.5061/dryad.g52j4,https://zenodo.org/record/5024894,2015-10-16,0.0,3.0,2423
103,https://doi.org/10.5281/zenodo.581653,https://zenodo.org/record/581653,2015-10-17,29.0,212.0,2422
104,https://doi.org/10.5061/dryad.93n5r,https://zenodo.org/record/4952262,2015-10-17,0.0,3.0,2422
105,https://doi.org/10.5061/dryad.6782r,https://zenodo.org/record/4933101,2015-10-19,2.0,3.0,2420
106,https://doi.org/10.5061/dryad.62v6r,https://zenodo.org/record/4945148,2015-10-19,11.0,13.0,2420
107,https://doi.org/10.5061/dryad.q3hs1,https://zenodo.org/record/4955691,2015-10-19,0.0,5.0,2420
108,https://doi.org/10.5061/dryad.cr020,https://zenodo.org/record/5022991,2015-10-19,1.0,3.0,2420
109,https://doi.org/10.5061/dryad.8vv63,https://zenodo.org/record/5023979,2015-10-19,3.0,4.0,2420
110,https://doi.org/10.5061/dryad.5rq76,https://zenodo.org/record/4952280,2015-10-20,1.0,9.0,2419
111,https://doi.org/10.5061/dryad.2cq7r,https://zenodo.org/record/4978356,2015-10-20,3.0,5.0,2419
112,https://doi.org/10.5061/dryad.7gt4m,https://zenodo.org/record/4983464,2015-10-20,0.0,3.0,2419
113,https://doi.org/10.5061/dryad.hb4ht,https://zenodo.org/record/4988802,2015-10-20,1.0,14.0,2419
114,https://doi.org/10.5061/dryad.18796,https://zenodo.org/record/5025316,2015-10-20,0.0,2.0,2419
115,https://doi.org/10.5061/dryad.rp3d0,https://zenodo.org/record/4958749,2015-10-21,2.0,3.0,2418
116,https://doi.org/10.5061/dryad.p4n0j,https://zenodo.org/record/4963833,2015-10-21,1.0,6.0,2418
117,https://doi.org/10.5061/dryad.p0c10,https://zenodo.org/record/5001578,2015-10-21,0.0,3.0,2418
118,https://doi.org/10.5281/zenodo.4073070,https://zenodo.org/record/4073070,2015-10-22,35.0,51.0,2417
119,https://doi.org/10.5061/dryad.qh7k8,https://zenodo.org/record/4961399,2015-10-22,1.0,11.0,2417
120,https://doi.org/10.5061/dryad.jv577,https://zenodo.org/record/4986466,2015-10-22,2.0,4.0,2417
121,https://doi.org/10.5061/dryad.h6t7j,https://zenodo.org/record/4992809,2015-10-22,9.0,13.0,2417
122,https://doi.org/10.5061/dryad.dm98k,https://zenodo.org/record/4994102,2015-10-22,0.0,5.0,2417
123,https://doi.org/10.5061/dryad.44372,https://zenodo.org/record/4994598,2015-10-22,0.0,3.0,2417
124,https://doi.org/10.5061/dryad.nf043,https://zenodo.org/record/5016764,2015-10-22,1.0,5.0,2417
125,https://doi.org/10.5061/dryad.th60q,https://zenodo.org/record/5023017,2015-10-22,0.0,2.0,2417
126,https://doi.org/10.5061/dryad.tq0gt,https://zenodo.org/record/5026733,2015-10-22,0.0,6.0,2417
127,https://doi.org/10.5061/dryad.6bt21,https://zenodo.org/record/4942179,2015-10-23,0.0,3.0,2416
128,https://doi.org/10.5061/dryad.rj653,https://zenodo.org/record/4955047,2015-10-23,0.0,1.0,2416
129,https://doi.org/10.5061/dryad.f6s22,https://zenodo.org/record/4969292,2015-10-23,0.0,2.0,2416
130,https://doi.org/10.5061/dryad.h8j92,https://zenodo.org/record/4978043,2015-10-23,2.0,4.0,2416
131,https://doi.org/10.5061/dryad.fg7v4,https://zenodo.org/record/4988677,2015-10-23,0.0,3.0,2416
132,https://doi.org/10.5061/dryad.1546n,https://zenodo.org/record/4991543,2015-10-23,1.0,4.0,2416
133,https://doi.org/10.5061/dryad.j1305,https://zenodo.org/record/4999961,2015-10-23,0.0,7.0,2416
134,https://doi.org/10.5061/dryad.jm58p,https://zenodo.org/record/5089121,2015-10-23,3.0,7.0,2416
135,https://doi.org/10.5061/dryad.mr72n,https://zenodo.org/record/4937150,2015-10-24,0.0,2.0,2415
136,https://doi.org/10.5061/dryad.60g61,https://zenodo.org/record/4954046,2015-10-24,0.0,4.0,2415
137,https://doi.org/10.5061/dryad.h1j85,https://zenodo.org/record/5012597,2015-10-24,1.0,13.0,2415
138,https://doi.org/10.5061/dryad.ts56p,https://zenodo.org/record/5001404,2015-10-25,1.0,5.0,2414
139,https://doi.org/10.5281/zenodo.2527906,https://zenodo.org/record/2527906,2015-10-26,15.0,44.0,2413
140,https://doi.org/10.5281/zenodo.4555589,https://zenodo.org/record/4555589,2015-10-26,39.0,35.0,2413
141,https://doi.org/10.5061/dryad.mj17h,https://zenodo.org/record/4990325,2015-10-26,1.0,2.0,2413
142,https://doi.org/10.5061/dryad.h4t15,https://zenodo.org/record/5000531,2015-10-26,0.0,5.0,2413
143,https://doi.org/10.5061/dryad.2b65b,https://zenodo.org/record/5022526,2015-10-26,2.0,3.0,2413
144,https://doi.org/10.5281/zenodo.6533068,https://zenodo.org/record/6533068,2015-10-26,7.0,13.0,2413
145,https://doi.org/10.5281/zenodo.32794,https://zenodo.org/record/32794,2015-10-27,27.0,96.0,2412
146,https://doi.org/10.5061/dryad.73520,https://zenodo.org/record/4962673,2015-10-27,0.0,3.0,2412
147,https://doi.org/10.5061/dryad.7s403,https://zenodo.org/record/4968046,2015-10-27,3.0,6.0,2412
148,https://doi.org/10.5061/dryad.td03f,https://zenodo.org/record/4988571,2015-10-27,2.0,6.0,2412
149,https://doi.org/10.5061/dryad.9qd51,https://zenodo.org/record/4997220,2015-10-27,5.0,8.0,2412
150,https://doi.org/10.5061/dryad.9fg8m,https://zenodo.org/record/5001604,2015-10-27,8.0,14.0,2412
151,https://doi.org/10.5061/dryad.26256,https://zenodo.org/record/5016867,2015-10-27,1.0,2.0,2412
152,https://doi.org/10.5061/dryad.5ts48,https://zenodo.org/record/5023898,2015-10-27,0.0,3.0,2412
153,https://doi.org/10.5061/dryad.0nr72,https://zenodo.org/record/5024842,2015-10-27,0.0,3.0,2412
154,https://doi.org/10.5281/zenodo.30599,https://zenodo.org/record/30599,2015-10-28,13.0,112.0,2411
155,https://doi.org/10.5281/zenodo.32860,https://zenodo.org/record/32860,2015-10-28,12.0,166.0,2411
156,https://doi.org/10.5061/dryad.mr861,https://zenodo.org/record/4939176,2015-10-28,1.0,5.0,2411
157,https://doi.org/10.5061/dryad.0bq15,https://zenodo.org/record/4941318,2015-10-28,6.0,29.0,2411
158,https://doi.org/10.5061/dryad.3fr47,https://zenodo.org/record/4941871,2015-10-28,0.0,8.0,2411
159,https://doi.org/10.5061/dryad.43pv1,https://zenodo.org/record/4947649,2015-10-28,1.0,14.0,2411
160,https://doi.org/10.5061/dryad.p680f,https://zenodo.org/record/4952014,2015-10-28,1.0,4.0,2411
161,https://doi.org/10.5061/dryad.60f62,https://zenodo.org/record/4959246,2015-10-28,0.0,4.0,2411
162,https://doi.org/10.5061/dryad.dp157,https://zenodo.org/record/4969508,2015-10-28,0.0,4.0,2411
163,https://doi.org/10.5061/dryad.g6q07,https://zenodo.org/record/4969554,2015-10-28,1.0,10.0,2411
164,https://doi.org/10.5061/dryad.1v42d,https://zenodo.org/record/4987214,2015-10-28,11.0,16.0,2411
165,https://doi.org/10.5061/dryad.pj7hg,https://zenodo.org/record/4989310,2015-10-28,0.0,8.0,2411
166,https://doi.org/10.5061/dryad.s18gk,https://zenodo.org/record/5011635,2015-10-28,2.0,4.0,2411
167,https://doi.org/10.5061/dryad.2d80m,https://zenodo.org/record/5015327,2015-10-28,0.0,2.0,2411
168,https://doi.org/10.5061/dryad.9432p,https://zenodo.org/record/5018431,2015-10-28,2.0,4.0,2411
169,https://doi.org/10.5061/dryad.nh597,https://zenodo.org/record/5021779,2015-10-28,1.0,5.0,2411
170,https://doi.org/10.5061/dryad.t57k5,https://zenodo.org/record/5021882,2015-10-28,0.0,3.0,2411
171,https://doi.org/10.5061/dryad.hh205,https://zenodo.org/record/5024511,2015-10-28,5.0,5.0,2411
172,https://doi.org/10.7554/eLife.10721,https://zenodo.org/record/33141,2015-10-29,33.0,128.0,2410
173,https://doi.org/10.5061/dryad.nf8gf,https://zenodo.org/record/4942569,2015-10-29,0.0,3.0,2410
174,https://doi.org/10.5061/dryad.t25mt,https://zenodo.org/record/4950496,2015-10-29,1.0,5.0,2410
175,https://doi.org/10.5061/dryad.qj597,https://zenodo.org/record/4993183,2015-10-29,0.0,5.0,2410
176,https://doi.org/10.5061/dryad.27832,https://zenodo.org/record/4993838,2015-10-29,0.0,14.0,2410
177,https://doi.org/10.5061/dryad.042nm,https://zenodo.org/record/5009918,2015-10-29,1.0,4.0,2410
178,https://doi.org/10.5061/dryad.33b9s,https://zenodo.org/record/5025110,2015-10-29,1.0,2.0,2410
179,https://doi.org/10.5281/zenodo.268477,https://zenodo.org/record/268477,2015-10-30,100.0,351.0,2409
180,https://doi.org/10.5281/zenodo.268533,https://zenodo.org/record/268533,2015-10-30,82.0,204.0,2409
181,https://doi.org/10.5281/zenodo.581686,https://zenodo.org/record/581686,2015-10-30,11.0,73.0,2409
182,https://doi.org/10.3897/BDJ.3.e6733.suppl1,https://zenodo.org/record/902998,2015-10-30,17.0,20.0,2409
183,https://doi.org/10.5061/dryad.b6vh6,https://zenodo.org/record/4997430,2015-10-30,0.0,4.0,2409
184,https://doi.org/10.5061/dryad.4013p,https://zenodo.org/record/4988230,2015-10-31,0.0,4.0,2408
185,https://doi.org/10.5061/dryad.p69n4,https://zenodo.org/record/5004516,2015-10-31,3.0,4.0,2408
186,https://doi.org/10.5061/dryad.s0qc1,https://zenodo.org/record/4931593,2015-11-02,0.0,3.0,2406
187,https://doi.org/10.5061/dryad.9pn24,https://zenodo.org/record/4932267,2015-11-02,1.0,4.0,2406
188,https://doi.org/10.5061/dryad.4q7m6,https://zenodo.org/record/4944594,2015-11-02,2.0,4.0,2406
189,https://doi.org/10.5061/dryad.2v2m1,https://zenodo.org/record/4959567,2015-11-02,1.0,5.0,2406
190,https://doi.org/10.5061/dryad.75427,https://zenodo.org/record/4976958,2015-11-02,0.0,2.0,2406
191,https://doi.org/10.5061/dryad.kg4mq,https://zenodo.org/record/5012248,2015-11-02,1.0,7.0,2406
192,https://doi.org/10.5281/zenodo.3719029,https://zenodo.org/record/3719029,2015-11-03,76.0,34.0,2405
193,https://doi.org/10.5281/zenodo.58514,https://zenodo.org/record/58514,2015-11-04,30.0,216.0,2404
194,https://doi.org/10.5061/dryad.ss368,https://zenodo.org/record/4931435,2015-11-04,0.0,5.0,2404
195,https://doi.org/10.5061/dryad.jd6ff,https://zenodo.org/record/4937845,2015-11-04,0.0,2.0,2404
196,https://doi.org/10.5061/dryad.0tc6q,https://zenodo.org/record/4946350,2015-11-04,0.0,2.0,2404
197,https://doi.org/10.5061/dryad.bj55p,https://zenodo.org/record/4958866,2015-11-04,2.0,3.0,2404
198,https://doi.org/10.5061/dryad.d76mm,https://zenodo.org/record/4961689,2015-11-04,0.0,5.0,2404
199,https://doi.org/10.5061/dryad.0pf75,https://zenodo.org/record/4972713,2015-11-04,2.0,5.0,2404
200,https://doi.org/10.5061/dryad.52504,https://zenodo.org/record/4987883,2015-11-04,1.0,4.0,2404
201,https://doi.org/10.5061/dryad.q7810,https://zenodo.org/record/4988545,2015-11-04,1.0,3.0,2404
202,https://doi.org/10.5061/dryad.5h032,https://zenodo.org/record/5000062,2015-11-04,0.0,4.0,2404
203,https://doi.org/10.5281/zenodo.31987,https://zenodo.org/record/31987,2015-11-05,9076.0,88.0,2403
204,https://doi.org/10.5061/dryad.m07bn,https://zenodo.org/record/4934863,2015-11-05,0.0,4.0,2403
205,https://doi.org/10.5061/dryad.23h4q,https://zenodo.org/record/4970219,2015-11-05,0.0,5.0,2403
206,https://doi.org/10.5061/dryad.h13jv,https://zenodo.org/record/5010962,2015-11-05,0.0,5.0,2403
207,https://doi.org/10.5061/dryad.5ks03,https://zenodo.org/record/5024949,2015-11-05,0.0,5.0,2403
208,https://doi.org/10.5281/zenodo.33413,https://zenodo.org/record/33413,2015-11-06,22.0,60.0,2402
209,https://doi.org/10.5281/zenodo.2641126,https://zenodo.org/record/2641126,2015-11-06,436.0,70.0,2402
210,https://doi.org/10.5061/dryad.vr4b0,https://zenodo.org/record/4935920,2015-11-06,2.0,4.0,2402
211,https://doi.org/10.5061/dryad.hp0vd,https://zenodo.org/record/4948731,2015-11-06,0.0,3.0,2402
212,https://doi.org/10.5061/dryad.hj546,https://zenodo.org/record/4967475,2015-11-06,0.0,4.0,2402
213,https://doi.org/10.5061/dryad.1f090,https://zenodo.org/record/5024318,2015-11-06,3.0,4.0,2402
214,https://doi.org/10.5061/dryad.kc688,https://zenodo.org/record/5024821,2015-11-06,8.0,10.0,2402
215,https://doi.org/10.5061/dryad.tr25v,https://zenodo.org/record/4974436,2015-11-07,0.0,2.0,2401
216,https://doi.org/10.5061/dryad.546rd,https://zenodo.org/record/4995804,2015-11-07,0.0,5.0,2401
217,https://doi.org/10.5061/dryad.20t9v,https://zenodo.org/record/4936335,2015-11-09,0.0,3.0,2399
218,https://doi.org/10.5061/dryad.q44p3,https://zenodo.org/record/4945269,2015-11-09,1.0,5.0,2399
219,https://doi.org/10.5061/dryad.h3112,https://zenodo.org/record/4970555,2015-11-09,0.0,2.0,2399
220,https://doi.org/10.5061/dryad.n0hk7,https://zenodo.org/record/4978004,2015-11-09,0.0,14.0,2399
221,https://doi.org/10.5061/dryad.fd847,https://zenodo.org/record/4987264,2015-11-09,0.0,5.0,2399
222,https://doi.org/10.5061/dryad.r94k7,https://zenodo.org/record/4998675,2015-11-09,0.0,4.0,2399
223,https://doi.org/10.5281/zenodo.33546,https://zenodo.org/record/33546,2015-11-10,7.0,59.0,2398
224,https://doi.org/10.5061/dryad.8d6k1,https://zenodo.org/record/4946212,2015-11-10,0.0,13.0,2398
225,https://doi.org/10.5061/dryad.vt0j1,https://zenodo.org/record/4962573,2015-11-10,0.0,4.0,2398
226,https://doi.org/10.5061/dryad.cv77f,https://zenodo.org/record/4988631,2015-11-10,0.0,5.0,2398
227,https://doi.org/10.5061/dryad.8t3nf,https://zenodo.org/record/4991143,2015-11-10,0.0,2.0,2398
228,https://doi.org/10.5061/dryad.078nc,https://zenodo.org/record/4931565,2015-11-11,0.0,3.0,2397
229,https://doi.org/10.5061/dryad.vc348,https://zenodo.org/record/4942071,2015-11-11,1.0,5.0,2397
230,https://doi.org/10.5061/dryad.425gv,https://zenodo.org/record/4960825,2015-11-11,2.0,2.0,2397
231,https://doi.org/10.5061/dryad.g3122,https://zenodo.org/record/4974870,2015-11-11,1.0,3.0,2397
232,https://doi.org/10.5061/dryad.h4dt0,https://zenodo.org/record/5013786,2015-11-11,0.0,10.0,2397
233,https://doi.org/10.5061/dryad.6cn66,https://zenodo.org/record/4979018,2015-11-12,4.0,5.0,2396
234,https://doi.org/10.5061/dryad.v0c77,https://zenodo.org/record/4988408,2015-11-12,0.0,1.0,2396
235,https://doi.org/10.5061/dryad.n1432,https://zenodo.org/record/4989518,2015-11-12,0.0,2.0,2396
236,https://doi.org/10.5061/dryad.2d53k,https://zenodo.org/record/5003987,2015-11-12,0.0,6.0,2396
237,https://doi.org/10.5061/dryad.2cf6s,https://zenodo.org/record/5008914,2015-11-12,1.0,6.0,2396
238,https://doi.org/10.5061/dryad.5nf45,https://zenodo.org/record/5015802,2015-11-12,0.0,5.0,2396
239,https://doi.org/10.5061/dryad.q268m,https://zenodo.org/record/4932305,2015-11-13,0.0,10.0,2395
240,https://doi.org/10.5061/dryad.dn08t,https://zenodo.org/record/4954823,2015-11-13,0.0,3.0,2395
241,https://doi.org/10.5061/dryad.64313,https://zenodo.org/record/4973029,2015-11-13,8.0,25.0,2395
242,https://doi.org/10.5061/dryad.gv595,https://zenodo.org/record/5013376,2015-11-13,0.0,2.0,2395
243,https://doi.org/10.5061/dryad.s677t,https://zenodo.org/record/4994454,2015-11-14,1.0,3.0,2394
244,https://doi.org/10.5061/dryad.1168f,https://zenodo.org/record/4936895,2015-11-16,0.0,2.0,2392
245,https://doi.org/10.5061/dryad.3mp67,https://zenodo.org/record/4960467,2015-11-16,0.0,2.0,2392
246,https://doi.org/10.5061/dryad.70ph0,https://zenodo.org/record/4966412,2015-11-16,1.0,3.0,2392
247,https://doi.org/10.5061/dryad.91kk8,https://zenodo.org/record/4992666,2015-11-16,2.0,3.0,2392
248,https://doi.org/10.5061/dryad.67n7n,https://zenodo.org/record/4998943,2015-11-16,0.0,5.0,2392
249,https://doi.org/10.5061/dryad.2362q,https://zenodo.org/record/4936408,2015-11-17,2.0,3.0,2391
